Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.choice_1,Answer.choice_10,Answer.choice_11,Answer.choice_12,Answer.choice_13,Answer.choice_14,Answer.choice_15,Answer.choice_16,Answer.choice_17,Answer.choice_18,Answer.choice_19,Answer.choice_2,Answer.choice_20,Answer.choice_3,Answer.choice_4,Answer.choice_5,Answer.choice_6,Answer.choice_7,Answer.choice_8,Answer.choice_9,Answer.comments,Answer.display.screenHeight,Answer.display.screenWidth,Answer.pic_0,Answer.pic_1,Answer.pic_10,Answer.pic_11,Answer.pic_12,Answer.pic_13,Answer.pic_14,Answer.pic_15,Answer.pic_16,Answer.pic_17,Answer.pic_18,Answer.pic_19,Answer.pic_2,Answer.pic_20,Answer.pic_21,Answer.pic_22,Answer.pic_23,Answer.pic_24,Answer.pic_25,Answer.pic_26,Answer.pic_27,Answer.pic_28,Answer.pic_29,Answer.pic_3,Answer.pic_30,Answer.pic_31,Answer.pic_32,Answer.pic_33,Answer.pic_34,Answer.pic_35,Answer.pic_36,Answer.pic_37,Answer.pic_38,Answer.pic_39,Answer.pic_4,Answer.pic_40,Answer.pic_41,Answer.pic_42,Answer.pic_43,Answer.pic_44,Answer.pic_45,Answer.pic_46,Answer.pic_47,Answer.pic_48,Answer.pic_49,Answer.pic_5,Answer.pic_50,Answer.pic_51,Answer.pic_52,Answer.pic_53,Answer.pic_54,Answer.pic_55,Answer.pic_56,Answer.pic_57,Answer.pic_58,Answer.pic_59,Answer.pic_6,Answer.pic_60,Answer.pic_61,Answer.pic_62,Answer.pic_63,Answer.pic_64,Answer.pic_65,Answer.pic_66,Answer.pic_67,Answer.pic_68,Answer.pic_69,Answer.pic_7,Answer.pic_70,Answer.pic_71,Answer.pic_72,Answer.pic_73,Answer.pic_74,Answer.pic_75,Answer.pic_76,Answer.pic_77,Answer.pic_78,Answer.pic_79,Answer.pic_8,Answer.pic_80,Answer.pic_81,Answer.pic_82,Answer.pic_83,Answer.pic_84,Answer.pic_85,Answer.pic_86,Answer.pic_87,Answer.pic_88,Answer.pic_89,Answer.pic_9,Answer.pic_90,Answer.pic_91,Answer.pic_92,Answer.pic_93,Answer.pic_94,Answer.pic_95,Answer.pic_96,Answer.pic_97,Answer.pic_98,Answer.pic_99,Answer.repic_1,Answer.repic_10,Answer.repic_11,Answer.repic_12,Answer.repic_13,Answer.repic_14,Answer.repic_15,Answer.repic_16,Answer.repic_17,Answer.repic_18,Answer.repic_19,Answer.repic_2,Answer.repic_20,Answer.repic_3,Answer.repic_4,Answer.repic_5,Answer.repic_6,Answer.repic_7,Answer.repic_8,Answer.repic_9,Answer.rt_0,Answer.rt_1,Answer.rt_10,Answer.rt_11,Answer.rt_12,Answer.rt_13,Answer.rt_14,Answer.rt_15,Answer.rt_16,Answer.rt_17,Answer.rt_18,Answer.rt_19,Answer.rt_2,Answer.rt_20,Answer.rt_21,Answer.rt_22,Answer.rt_23,Answer.rt_24,Answer.rt_25,Answer.rt_26,Answer.rt_27,Answer.rt_28,Answer.rt_29,Answer.rt_3,Answer.rt_30,Answer.rt_31,Answer.rt_32,Answer.rt_33,Answer.rt_34,Answer.rt_35,Answer.rt_36,Answer.rt_37,Answer.rt_38,Answer.rt_39,Answer.rt_4,Answer.rt_40,Answer.rt_41,Answer.rt_42,Answer.rt_43,Answer.rt_44,Answer.rt_45,Answer.rt_46,Answer.rt_47,Answer.rt_48,Answer.rt_49,Answer.rt_5,Answer.rt_50,Answer.rt_51,Answer.rt_52,Answer.rt_53,Answer.rt_54,Answer.rt_55,Answer.rt_56,Answer.rt_57,Answer.rt_58,Answer.rt_59,Answer.rt_6,Answer.rt_60,Answer.rt_61,Answer.rt_62,Answer.rt_63,Answer.rt_64,Answer.rt_65,Answer.rt_66,Answer.rt_67,Answer.rt_68,Answer.rt_69,Answer.rt_7,Answer.rt_70,Answer.rt_71,Answer.rt_72,Answer.rt_73,Answer.rt_74,Answer.rt_75,Answer.rt_76,Answer.rt_77,Answer.rt_78,Answer.rt_79,Answer.rt_8,Answer.rt_80,Answer.rt_81,Answer.rt_82,Answer.rt_83,Answer.rt_84,Answer.rt_85,Answer.rt_86,Answer.rt_87,Answer.rt_88,Answer.rt_89,Answer.rt_9,Answer.rt_90,Answer.rt_91,Answer.rt_92,Answer.rt_93,Answer.rt_94,Answer.rt_95,Answer.rt_96,Answer.rt_97,Answer.rt_98,Answer.rt_99,Approve,Reject
Psychology Experiment — Johns Hopkins University,Remember what you see! <10 minutes,"perception, experiment, psychology, survey, science, research",$0.70 ,Mon Apr 02 19:15:47 PDT 2018,120,BatchId:3178206;OriginalHitTemplateId:920937336;,3600,259200,Mon Apr 09 19:15:47 PDT 2018,,,33PPO7FECWQ3DRQQIMYJEQ9EF8VID7,A1OIBI3PWS4R5K,Submitted,Mon Apr 02 19:17:17 PDT 2018,Mon Apr 02 19:21:32 PDT 2018,Thu Apr 05 19:21:32 PDT 2018,,,,255,100% (2/2),100% (1/1),0% (0/0),1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,{},768,1366,14,31,-2,2,-5,46,-17,-41,-46,21,-19,7,22,-1,38,-44,-25,-36,-35,44,-14,-11,20,50,36,-8,6,3,-34,-47,-9,27,-38,23,-42,40,18,-7,-6,24,11,49,17,4,33,-31,-20,-27,28,41,-37,-49,-45,-30,13,-18,19,25,1,45,5,-39,48,8,-10,-33,-15,47,-23,-21,-24,-48,-43,32,9,-26,39,42,-29,29,12,35,-13,15,-22,30,26,10,-3,-32,-40,-4,43,-12,37,34,-50,-16,-28,16,31,105,40,106,42,-48,108,107,110,30,-28,50,109,101,102,103,-14,3,104,13,1699,1536,1430,1129,1609,1042,3271,990,1974,1018,3249,876,1213,1800,2070,1060,1021,949,915,1816,1300,1181,1282,1251,1038,1051,2568,1147,1877,1029,1422,1312,1641,2211,1178,5944,1805,1075,936,892,1223,1071,2756,1292,1829,1655,1122,1453,1807,1017,1063,1190,1371,1198,2603,1045,1687,3912,974,795,862,951,889,900,927,1006,979,1269,1453,1766,2025,1157,1046,1284,1370,1178,1092,1337,7482,2171,890,860,829,911,1368,1036,844,845,901,1286,842,943,1007,967,1028,969,876,889,923,971,,
Psychology Experiment — Johns Hopkins University,Remember what you see! <10 minutes,"perception, experiment, psychology, survey, science, research",$0.70 ,Mon Apr 02 19:15:47 PDT 2018,120,BatchId:3178206;OriginalHitTemplateId:920937336;,3600,259200,Mon Apr 09 19:15:47 PDT 2018,,,34BBWHLWHBM2MXQHZH396EYZMO1IWG,A1RTSWQLSN8FKX,Submitted,Mon Apr 02 19:18:46 PDT 2018,Mon Apr 02 19:22:32 PDT 2018,Thu Apr 05 19:22:32 PDT 2018,,,,226,0% (0/0),0% (0/0),0% (0/0),1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,{},1080,1920,-42,49,-3,-27,39,37,-5,-43,47,9,18,-44,-36,-16,1,-23,2,20,-2,-32,-13,-19,45,-9,-48,43,38,24,-34,44,-49,-18,-12,-30,5,21,-38,10,7,-21,-41,25,-35,-22,-26,-37,-1,26,34,36,27,-10,4,16,-7,33,-25,6,-33,-4,-50,31,17,19,-20,-31,12,48,50,3,14,8,-24,29,46,-6,32,-8,13,-46,-29,-15,11,28,-39,35,-47,42,41,-17,30,15,-11,-40,22,-14,23,-28,-45,40,-37,105,106,26,107,29,50,108,110,40,23,102,109,-3,101,-12,104,2,103,-41,11666,3189,1614,1623,1111,4142,1190,1695,1534,998,862,966,2263,1489,13814,1071,855,912,1061,919,998,1033,999,1654,895,903,951,997,894,903,846,951,886,870,2711,936,1119,1134,1087,1039,997,1062,1558,1110,1072,1157,823,1207,1224,983,935,1998,1206,1895,1103,1015,1190,2458,1054,919,1016,950,966,935,1087,1031,1022,1645,1063,1526,2031,1182,1014,991,1207,1208,1120,1070,1053,1745,1167,887,1102,1078,967,1014,1152,1182,1174,1958,1607,1054,991,951,927,1103,1135,929,956,934,,
Psychology Experiment — Johns Hopkins University,Remember what you see! <10 minutes,"perception, experiment, psychology, survey, science, research",$0.70 ,Mon Apr 02 19:15:47 PDT 2018,120,BatchId:3178206;OriginalHitTemplateId:920937336;,3600,259200,Mon Apr 09 19:15:47 PDT 2018,,,34Z02EIMITOZNL570M9SDQR4W02T06,A1F0TU211TXJBQ,Submitted,Mon Apr 02 19:19:57 PDT 2018,Mon Apr 02 19:27:41 PDT 2018,Thu Apr 05 19:27:41 PDT 2018,,,,464,0% (0/0),0% (0/0),0% (0/0),0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,{},768,1366,45,34,17,21,5,-7,28,4,-43,1,-35,-19,-4,-20,-46,24,22,3,50,-38,-31,7,44,-44,-1,26,8,-42,-40,35,-21,32,-5,-18,43,-28,41,37,-30,-23,20,40,-2,36,12,-12,23,-16,-17,-48,38,-50,18,16,-11,30,-26,31,-22,-8,-27,-25,46,2,29,-36,33,-41,19,-3,-24,-6,48,13,-33,9,-47,15,47,-34,-39,-14,27,-13,6,-37,-10,10,39,-32,-15,25,-49,49,-45,-29,-9,11,42,14,101,-2,106,105,9,48,107,108,109,110,-37,-12,25,1,102,-20,22,104,103,-28,5258,2642,3078,3099,4740,4412,3530,4572,3522,3077,2455,6530,4269,7252,4421,3859,3142,5048,3343,1875,2984,3262,3547,2587,1916,2337,4716,2047,3526,2689,1978,2128,2153,2342,2116,3702,1938,2056,2071,1542,3870,3009,2149,2151,3031,2651,1953,2023,1839,2670,3856,1820,4209,3288,1458,1663,4063,5727,1843,1632,2456,2195,3829,1888,1570,1453,1697,2133,2019,1611,1639,1576,2183,2454,1710,2125,2216,2475,2329,3486,1722,1799,2086,1775,3047,1519,1637,2269,2100,3364,1194,2311,1500,3148,2413,2101,2489,3202,2427,3151,,
Psychology Experiment — Johns Hopkins University,Remember what you see! <10 minutes,"perception, experiment, psychology, survey, science, research",$0.70 ,Mon Apr 02 19:15:47 PDT 2018,120,BatchId:3178206;OriginalHitTemplateId:920937336;,3600,259200,Mon Apr 09 19:15:47 PDT 2018,,,34Z02EIMITOZNL570M9SDQR4W130TG,A6ORRFI3XOACA,Submitted,Mon Apr 02 19:21:10 PDT 2018,Mon Apr 02 19:27:40 PDT 2018,Thu Apr 05 19:27:40 PDT 2018,,,,390,100% (6/6),100% (1/1),0% (0/0),0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,Yes,1080,1920,50,26,-21,-23,-31,46,47,39,-20,4,-19,45,-30,40,-41,-33,23,-42,41,-4,30,-14,22,-28,42,-29,-7,-48,-18,-37,36,-26,14,28,-46,-39,-45,6,-49,25,-16,48,-15,9,44,-34,-3,38,12,-36,-32,32,33,20,16,-22,-5,15,7,19,5,-6,-47,-11,-17,-10,1,-24,-35,18,-44,49,-12,-1,-38,8,11,-43,-27,27,-13,-9,-40,-8,35,-25,13,17,-50,34,2,21,43,-2,37,29,10,31,24,3,-27,106,-39,105,107,49,19,108,-40,110,17,102,109,46,101,103,41,104,-18,-32,11162,5565,17807,3451,3518,5583,3870,2639,1390,1581,1070,1280,6128,3643,3632,1646,1504,1886,2143,1374,1664,1023,1134,4958,1103,927,1023,1055,942,911,1648,943,1119,1103,5327,3587,1263,1343,1038,1407,1192,1263,1568,1567,1791,4174,1007,1199,1199,1007,1343,1150,1215,1375,1262,1632,9326,2883,2480,1630,1311,1712,1646,1119,1182,1102,1086,6414,1216,1198,1120,991,1087,1038,1039,1071,1296,1119,8719,4316,1486,1455,1951,1760,2014,1216,1615,1374,1839,21759,2223,1855,2943,1310,2368,2510,1615,2127,2064,2334,,
Psychology Experiment — Johns Hopkins University,Remember what you see! <10 minutes,"perception, experiment, psychology, survey, science, research",$0.70 ,Mon Apr 02 19:15:47 PDT 2018,120,BatchId:3178206;OriginalHitTemplateId:920937336;,3600,259200,Mon Apr 09 19:15:47 PDT 2018,,,35USIKEBNSRW6JM25F3XDSV3KL2N60,AL9EAAJVALY6J,Submitted,Mon Apr 02 19:16:38 PDT 2018,Mon Apr 02 19:24:13 PDT 2018,Thu Apr 05 19:24:13 PDT 2018,,,,455,0% (0/0),0% (0/0),0% (0/0),0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,good,768,1364,27,41,6,36,49,33,-19,-42,39,-16,44,4,-35,26,-44,17,-34,-40,-41,34,48,30,-7,3,24,16,-48,31,23,18,19,-2,-33,1,-25,28,-29,7,20,-28,-12,-6,21,-20,22,-39,42,-45,40,-15,13,45,-21,9,46,-49,-30,-37,37,-22,12,-14,-13,-27,50,29,-4,14,-1,-9,43,-17,-46,-36,32,-31,35,-24,25,5,-32,-5,-50,10,47,38,-23,-11,-3,8,15,-47,2,-43,-10,-38,-18,-26,-8,11,102,106,-29,7,107,108,-1,-27,-5,109,-23,41,110,101,49,24,104,-33,103,105,4867,2391,1469,2016,1891,6609,3375,2311,1517,1014,2220,1514,1890,9358,2047,2812,2422,3188,1750,2109,1593,2047,1714,2781,1488,1503,1589,1578,1781,1880,1718,1543,1827,1954,1918,6734,1750,1470,1702,1698,1643,1686,1470,1467,1250,2769,1735,69329,1885,3313,2093,1803,1744,1594,1344,2203,2094,3467,2344,1375,1105,13066,1595,1155,1160,2808,1079,1845,1234,2487,1716,1030,1283,1390,12703,874,783,843,4014,4190,1654,1343,1454,1828,937,844,805,791,888,1625,734,814,730,1455,969,1015,2535,1260,1078,1016,,
Psychology Experiment — Johns Hopkins University,Remember what you see! <10 minutes,"perception, experiment, psychology, survey, science, research",$0.70 ,Mon Apr 02 19:15:47 PDT 2018,120,BatchId:3178206;OriginalHitTemplateId:920937336;,3600,259200,Mon Apr 09 19:15:47 PDT 2018,,,3634BBTX0P50BB4M9ST92QCZRLBIFI,A1TJ027T2PLFCU,Submitted,Mon Apr 02 19:17:26 PDT 2018,Mon Apr 02 19:27:59 PDT 2018,Thu Apr 05 19:27:59 PDT 2018,,,,633,100% (2/2),0% (0/0),0% (0/0),0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,{},1080,1920,-38,33,50,49,26,-37,-3,-40,-41,29,-12,45,-5,12,40,-14,22,9,-36,4,-21,2,-48,15,-6,5,-16,-1,1,-26,-29,41,-19,-13,16,-33,-39,34,10,-17,-35,19,14,-10,17,-27,39,-25,-49,30,13,37,46,8,-44,42,-28,-22,-18,28,-50,-32,-46,-42,-31,-15,-43,48,-9,23,3,27,-45,35,11,44,-24,-20,32,25,-7,43,24,-11,-2,-4,47,21,38,-30,-34,-23,31,-47,20,7,-8,6,18,36,102,105,-17,106,107,-46,108,-22,18,-34,109,-38,110,101,-40,-29,-6,103,104,14,8638,8955,8009,6654,7728,9094,11656,6320,6103,5479,5464,7008,7688,1807,6494,4207,6445,5483,4384,4582,4670,4766,4119,10551,5034,6365,6758,8120,5055,6964,11543,4368,4840,3766,6375,5042,3045,4720,3783,4519,4490,4175,4479,3081,4537,12359,4253,3864,4743,3704,3751,2952,3799,3415,4113,4038,7405,2694,3444,2903,2774,2945,2758,3247,2751,3312,4037,12960,3144,5215,3791,4423,5217,3927,3456,4847,3103,3508,12263,3383,4111,5871,3247,3350,2152,3687,2830,3672,3948,4999,4160,3232,5856,4497,3533,3407,3296,3927,3958,3432,,
Psychology Experiment — Johns Hopkins University,Remember what you see! <10 minutes,"perception, experiment, psychology, survey, science, research",$0.70 ,Mon Apr 02 19:15:47 PDT 2018,120,BatchId:3178206;OriginalHitTemplateId:920937336;,3600,259200,Mon Apr 09 19:15:47 PDT 2018,,,36U2A8VAG2AXHXB5EL694RYSP0QKYS,A3PENQIO0WNLJN,Submitted,Mon Apr 02 19:16:52 PDT 2018,Mon Apr 02 19:29:49 PDT 2018,Thu Apr 05 19:29:49 PDT 2018,,,,777,100% (3/3),100% (1/1),0% (0/0),1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,Worked okay.,900,1440,-24,-27,-5,-40,18,25,-21,34,-10,11,-25,40,48,-36,5,32,17,41,31,28,-3,-29,-8,-16,9,44,-48,29,6,-7,-13,-6,-12,-23,-50,-18,2,-30,-41,36,-1,-22,-28,43,23,33,-33,21,8,14,46,16,-14,50,-43,-26,-4,-19,49,45,-42,20,38,-37,1,4,22,37,-2,-45,-49,24,47,-20,-32,-44,-34,39,7,10,19,-47,26,13,-15,15,27,-17,-9,-38,-11,-39,12,3,35,-35,-31,42,-46,30,101,-33,106,-1,-20,107,108,39,15,109,110,-25,12,102,-4,28,104,-7,103,105,11654,2696,895,911,1350,1048,903,1015,864,911,871,975,1967,3230,1303,3271,1022,1024,952,966,1007,991,935,1302,1039,934,935,959,967,927,999,942,872,897,1263,2246,911,880,2182,903,940,951,943,1023,1078,4902,1087,1185,1495,1566,1159,1127,976,984,1119,1023,1319,2404,839,864,942,936,911,871,798,862,871,1151,902,951,999,1047,1535,957,879,862,1002,1061,1079,2949,935,863,1039,839,830,790,743,784,783,1015,776,832,728,919,927,936,961,990,959,943,,
Psychology Experiment — Johns Hopkins University,Remember what you see! <10 minutes,"perception, experiment, psychology, survey, science, research",$0.70 ,Mon Apr 02 19:15:47 PDT 2018,120,BatchId:3178206;OriginalHitTemplateId:920937336;,3600,259200,Mon Apr 09 19:15:47 PDT 2018,,,36U2A8VAG2AXHXB5EL694RYSP0QYK6,A2B153AHPWHLH1,Submitted,Mon Apr 02 19:20:58 PDT 2018,Mon Apr 02 19:28:18 PDT 2018,Thu Apr 05 19:28:18 PDT 2018,,,,440,100% (2/2),0% (0/0),0% (0/0),1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,everything worked well.,858,1525,11,35,8,-6,-14,45,-49,-28,-48,-42,-32,44,-34,13,-15,-20,-39,9,42,21,16,26,-7,30,-25,36,-23,-50,-46,50,46,4,-26,-27,33,29,19,6,1,37,-22,15,-18,-13,-38,32,28,23,-3,10,-47,-17,43,-24,-30,47,-21,2,20,-40,-11,22,5,-10,17,24,7,-9,-45,-2,-43,40,-5,38,-31,-37,27,12,39,25,-33,-35,41,49,-36,-41,-12,-4,34,18,-16,-29,3,-8,14,31,-44,48,-19,-1,-49,105,43,106,-10,-37,107,108,-16,-36,109,-28,110,101,102,-27,104,36,103,1,9960,4120,2988,1700,1718,2854,2136,1962,1496,2614,2832,3108,2876,4580,2316,1674,2180,2042,2028,2538,2530,2140,2662,3116,2270,2516,1934,1718,2012,3088,1886,2140,1776,2180,3518,1988,2612,2734,2036,3010,1792,2222,2006,1886,2204,5138,2534,1934,1670,1884,1742,1404,1784,1942,1450,1998,2910,3700,4314,2160,3116,2352,2436,1448,1766,2118,2342,2106,1982,1766,1886,2550,2230,2366,2046,1862,2646,2454,2262,3290,2358,1638,2950,2870,1556,2700,1620,2372,2828,2944,1566,2116,2550,2360,2142,2090,1732,2222,1718,1744,,
Psychology Experiment — Johns Hopkins University,Remember what you see! <10 minutes,"perception, experiment, psychology, survey, science, research",$0.70 ,Mon Apr 02 19:15:47 PDT 2018,120,BatchId:3178206;OriginalHitTemplateId:920937336;,3600,259200,Mon Apr 09 19:15:47 PDT 2018,,,374TNBHA8C6JS090RQQ60DA1O6IYQY,A25RZ87F439TDZ,Submitted,Mon Apr 02 19:21:33 PDT 2018,Mon Apr 02 19:31:34 PDT 2018,Thu Apr 05 19:31:34 PDT 2018,,,,601,0% (0/0),0% (0/0),0% (0/0),0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,{},768,1366,-35,-26,25,28,7,-47,41,6,27,-22,24,-36,-12,-48,-23,33,20,-50,29,-49,40,34,-14,-28,-43,-6,39,31,-10,30,-18,22,-44,-11,-8,-38,16,-1,44,49,43,11,-31,36,-13,-29,-3,-40,4,-33,35,2,-39,5,-45,14,9,45,-32,17,-17,19,50,1,3,-27,-2,-41,-16,-7,-46,-34,-24,-9,47,32,-20,23,46,15,-37,8,13,-19,-4,38,-21,10,12,-5,18,21,-15,42,26,-30,48,-25,37,-42,102,-3,105,106,19,50,107,108,109,-19,110,101,26,-47,28,-6,104,103,39,-33,4977,4167,4071,5145,2362,6038,3833,3313,4361,2889,6892,3503,3362,5365,6061,10716,3732,4255,8507,4139,10084,9519,3320,3457,2635,2951,7067,8291,2831,4526,3044,8310,4600,2960,4955,5596,7981,1884,4733,2913,7251,5810,2439,5031,3083,4692,5256,2688,3845,2892,2450,6304,3186,4028,3083,6781,3507,3979,3447,3340,3862,4995,5774,5755,3485,2572,2710,4629,1712,3280,1921,2140,2461,3776,7004,7698,1761,5452,2474,2624,3770,2154,3082,1348,3331,4203,3054,4849,4096,3863,15974,4998,2579,5513,3661,2448,8815,1645,9230,3011,,
Psychology Experiment — Johns Hopkins University,Remember what you see! <10 minutes,"perception, experiment, psychology, survey, science, research",$0.70 ,Mon Apr 02 19:15:47 PDT 2018,120,BatchId:3178206;OriginalHitTemplateId:920937336;,3600,259200,Mon Apr 09 19:15:47 PDT 2018,,,378XPAWRUDO5FKNEYC7HOP18U5YIA5,A33VGSEJ44ORMF,Submitted,Mon Apr 02 19:16:50 PDT 2018,Mon Apr 02 19:21:00 PDT 2018,Thu Apr 05 19:21:00 PDT 2018,,,,250,100% (4/4),0% (0/0),0% (0/0),0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,{},720,1280,-20,-43,-39,19,16,28,48,-21,6,-31,3,44,-38,-37,-42,5,-50,22,-28,23,7,4,-7,37,-12,-26,-48,35,2,-23,21,-8,12,42,11,20,-49,-22,14,38,-34,27,-29,13,30,-15,-27,-9,18,-13,10,31,-24,-18,40,-6,47,-41,-17,-10,49,-32,-11,15,-4,36,-45,43,-14,-46,-40,33,-33,-16,1,-25,46,8,50,9,45,-35,17,-2,-47,-30,26,-1,32,39,-5,-44,24,-36,41,29,25,-19,34,-3,102,105,20,106,107,108,-10,-25,-2,109,110,39,-3,-21,101,5,103,104,42,-24,4040,2318,1327,1407,1356,1456,1288,1396,1566,1354,2359,1047,6867,4225,1375,1577,1088,1516,1233,1149,1465,1656,1228,3796,1228,1227,1060,1247,960,1119,1060,1112,1187,1922,2902,2041,1616,1338,1328,1327,1201,1311,1187,1099,1120,1813,991,1068,1180,1080,1267,912,1098,1100,1190,1010,2298,3049,1227,1080,1169,1446,1232,1186,1408,1371,1076,1595,1021,1258,1050,1238,1129,1001,1001,1001,1467,1198,1815,2835,1159,1349,1276,961,1210,1287,1337,1030,1417,1236,1119,1202,1348,1263,1325,1407,1021,1079,970,961,,
Psychology Experiment — Johns Hopkins University,Remember what you see! <10 minutes,"perception, experiment, psychology, survey, science, research",$0.70 ,Mon Apr 02 19:15:47 PDT 2018,120,BatchId:3178206;OriginalHitTemplateId:920937336;,3600,259200,Mon Apr 09 19:15:47 PDT 2018,,,379J5II41PRAVYCWZK6GCOJRWOQLEH,AEMKB98WAW7YA,Submitted,Mon Apr 02 19:18:27 PDT 2018,Mon Apr 02 19:36:59 PDT 2018,Thu Apr 05 19:36:59 PDT 2018,,,,1112,100% (1/1),0% (0/0),0% (0/0),0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,{},768,1366,-37,-7,-2,7,-33,43,-32,30,-5,37,-26,41,39,-31,38,1,33,-50,35,-10,-39,48,36,20,-24,-29,18,-14,-47,-13,28,-11,46,-23,32,-1,-36,-19,22,-43,11,49,45,31,40,12,23,-34,-22,-38,-42,-40,26,34,19,-25,29,-20,47,-35,-4,-6,-46,4,10,24,6,-17,17,-9,-16,14,5,9,-12,15,13,-44,-48,27,-45,50,16,-30,-15,25,-49,42,-8,44,-3,-27,21,8,-18,-41,2,-28,3,-21,12,106,-40,-1,108,107,-6,-44,110,50,109,102,-28,101,29,-10,104,103,-24,105,6112,3417,13785,1676,3047,3747,2101,2882,3077,2952,5553,2113,3901,4251,2039,3068,17812,11329,1854,2151,1781,7114,9029,2536,2525,3952,2069,2403,1098,2870,3594,2275,3760,2902,2551,1933,1281,1609,4076,11493,3627,7600,3049,4954,2313,35549,1515,10668,1755,1210,1363,1033,2630,2201,2480,5165,2167,5457,23428,2463,1583,1553,2276,35980,2564,1890,2110,2848,3307,8560,1416,1486,6705,1381,1097,1681,1592,1220,3833,4516,18863,1537,1777,1690,1221,2095,7604,1481,33379,28368,19014,1171,1892,1695,1324,1304,1653,1335,2079,1493,,
Psychology Experiment — Johns Hopkins University,Remember what you see! <10 minutes,"perception, experiment, psychology, survey, science, research",$0.70 ,Mon Apr 02 19:15:47 PDT 2018,120,BatchId:3178206;OriginalHitTemplateId:920937336;,3600,259200,Mon Apr 09 19:15:47 PDT 2018,,,37C0GNLMHGENK7VPGLPUHNJ96H0D68,A2O9PVDUVQ9CXD,Submitted,Mon Apr 02 19:18:06 PDT 2018,Mon Apr 02 19:24:13 PDT 2018,Thu Apr 05 19:24:13 PDT 2018,,,,367,100% (2/2),0% (0/0),0% (0/0),0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,everything seemed to work great,768,1366,36,20,-47,-13,-42,14,25,-24,-26,37,-20,1,24,-8,33,-3,2,-45,42,-11,35,8,12,10,18,-39,39,38,-5,-29,9,-4,26,-28,-10,22,-7,-32,47,29,13,-44,7,31,21,-33,30,-15,-46,-14,-27,34,-22,15,-30,3,-38,49,-36,27,50,28,41,-17,-19,-16,-49,-25,-41,-6,17,-12,44,-1,48,-34,-23,43,-9,-50,23,-40,5,46,45,-18,-37,4,16,-48,40,19,-21,32,-31,-2,-43,11,6,-35,102,22,105,106,107,44,-16,108,-37,16,110,36,109,-10,101,104,103,39,-11,21,12438,4214,3371,2815,3084,2831,2132,2420,2274,2746,2264,2486,5295,2757,1585,1266,1989,1618,2392,1784,1979,2088,2030,4068,2325,2035,1747,1756,1588,1729,1801,1853,1854,1689,2679,3407,2017,1726,1843,1851,1775,1242,2906,1646,2456,3234,2221,1808,2153,1853,2358,1951,1633,1881,1131,1258,4191,2047,1192,1422,1764,1936,1922,2026,1731,1829,1779,3807,1785,2255,1941,1556,1434,1327,1428,1377,1576,907,3645,2541,1199,1711,2695,1735,1964,1618,1701,1416,1236,2802,1194,1525,1062,1533,1503,1673,1236,1699,1780,1603,,
