subject,block_number,block_type,forced_exposure_time,trial_number,item_type,trial_type,trial_complexity,item_id,rt,exposure_type,half,block_deviant_number,trial_type_index,first_dev_position,second_dev_position,memory_false_stimulus,memory_true_stimulus
SS1627326535322,4,complex_dissimilar,710,5,background,background,complex,NA,1580.6999999284744,forced_short,second half,1,background,4,NA,TRUE,TRUE
SS1627326535322,4,complex_dissimilar,710,6,background,background,complex,NA,1509.2000000476837,forced_short,second half,1,background,4,NA,TRUE,TRUE
SS1627326535322,4,complex_dissimilar,710,7,background,background,complex,NA,263.3000000715256,forced_short,second half,1,background,4,NA,TRUE,TRUE
SS1627326535322,4,complex_dissimilar,710,8,background,background,complex,NA,203.5,forced_short,second half,1,background,4,NA,TRUE,TRUE
SS1627326535322,5,complex_dissimilar,640,1,background,background,complex,NA,1089.6000000238419,forced_short,second half,1,background,6,NA,TRUE,TRUE
SS1627326535322,5,complex_dissimilar,640,2,background,background,complex,NA,5567.199999928474,forced_short,second half,1,background,6,NA,TRUE,TRUE
SS1627326535322,5,complex_dissimilar,640,3,background,background,complex,NA,1057.7999999523163,forced_short,second half,1,background,6,NA,TRUE,TRUE
SS1627326535322,5,complex_dissimilar,640,4,background,background,complex,NA,2000.8999999761581,forced_short,second half,1,background,6,NA,TRUE,TRUE
SS1627326535322,5,complex_dissimilar,640,5,background,background,complex,NA,1771.1000000238419,forced_short,second half,1,background,6,NA,TRUE,TRUE
SS1627326535322,5,complex_dissimilar,640,6,dissimilar deviant,deviant,complex,NA,5307.600000023842,forced_short,second half,1,first_deviant,6,NA,TRUE,TRUE
SS1627326535322,5,complex_dissimilar,640,7,background,background,complex,NA,2476.5,forced_short,second half,1,background,6,NA,TRUE,TRUE
SS1627326535322,5,complex_dissimilar,640,8,background,background,complex,NA,935,forced_short,second half,1,background,6,NA,TRUE,TRUE
SS1627326535322,6,complex_dissimilar,460,1,background,background,complex,NA,1558.2000000476837,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326535322,6,complex_dissimilar,460,2,background,background,complex,NA,3488.6999999284744,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326535322,6,complex_dissimilar,460,3,background,background,complex,NA,825.8999999761581,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326535322,6,complex_dissimilar,460,4,background,background,complex,NA,1022.3999999761581,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326535322,6,complex_dissimilar,460,5,background,background,complex,NA,207.20000004768372,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326535322,6,complex_dissimilar,460,6,background,background,complex,NA,316.7999999523163,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326535322,6,complex_dissimilar,460,7,background,background,complex,NA,384.7999999523163,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326535322,6,complex_dissimilar,460,8,background,background,complex,NA,115.10000002384186,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326535322,7,complex_dissimilar,50,1,background,background,complex,NA,1031.3999999761581,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326535322,7,complex_dissimilar,50,2,background,background,complex,NA,6864.300000071526,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326535322,7,complex_dissimilar,50,3,background,background,complex,NA,1486.3000000715256,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326535322,7,complex_dissimilar,50,4,background,background,complex,NA,457.39999997615814,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326535322,7,complex_dissimilar,50,5,background,background,complex,NA,101.20000004768372,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326535322,7,complex_dissimilar,50,6,background,background,complex,NA,541.3999999761581,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326535322,7,complex_dissimilar,50,7,background,background,complex,NA,219.80000007152557,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326541124,0,complex_dissimilar,190,1,background,background,complex,NA,2646,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326541124,0,complex_dissimilar,190,2,background,background,complex,NA,4335,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326541124,0,complex_dissimilar,190,3,background,background,complex,NA,3776,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326541124,0,complex_dissimilar,190,4,background,background,complex,NA,4650,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326541124,0,complex_dissimilar,190,5,background,background,complex,NA,1819,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326541124,0,complex_dissimilar,190,6,background,background,complex,NA,1406.9999999999854,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326541124,0,complex_dissimilar,190,7,background,background,complex,NA,1909,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326541124,1,complex_dissimilar,270,1,background,background,complex,NA,3008,forced_short,first half,2,background,3,7,TRUE,TRUE
SS1627326541124,1,complex_dissimilar,270,2,background,background,complex,NA,3488,forced_short,first half,2,background,3,7,TRUE,TRUE
SS1627326541124,1,complex_dissimilar,270,3,dissimilar deviant,deviant,complex,NA,2405,forced_short,first half,2,first_deviant,3,7,TRUE,TRUE
SS1627326541124,1,complex_dissimilar,270,4,background,background,complex,NA,1144,forced_short,first half,2,background,3,7,TRUE,TRUE
SS1627326541124,1,complex_dissimilar,270,5,background,background,complex,NA,2955,forced_short,first half,2,background,3,7,TRUE,TRUE
SS1627326541124,1,complex_dissimilar,270,6,background,background,complex,NA,939,forced_short,first half,2,background,3,7,TRUE,TRUE
SS1627326541124,1,complex_dissimilar,270,7,dissimilar deviant,deviant,complex,NA,916,forced_short,first half,2,second_deviant,3,7,TRUE,TRUE
SS1627326541124,2,complex_dissimilar,600,1,background,background,complex,NA,766,forced_short,first half,1,background,4,NA,TRUE,TRUE
SS1627326541124,2,complex_dissimilar,600,2,background,background,complex,NA,2361,forced_short,first half,1,background,4,NA,TRUE,TRUE
SS1627326541124,2,complex_dissimilar,600,3,background,background,complex,NA,1279,forced_short,first half,1,background,4,NA,TRUE,TRUE
SS1627326541124,2,complex_dissimilar,600,4,dissimilar deviant,deviant,complex,NA,1782,forced_short,first half,1,first_deviant,4,NA,TRUE,TRUE
SS1627326541124,2,complex_dissimilar,600,5,background,background,complex,NA,865,forced_short,first half,1,background,4,NA,TRUE,TRUE
SS1627326541124,2,complex_dissimilar,600,6,background,background,complex,NA,1141,forced_short,first half,1,background,4,NA,TRUE,TRUE
SS1627326541124,3,complex_dissimilar,900,1,background,background,complex,NA,2230,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326541124,3,complex_dissimilar,900,2,background,background,complex,NA,2163,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326541124,3,complex_dissimilar,900,3,background,background,complex,NA,975,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326541124,3,complex_dissimilar,900,4,background,background,complex,NA,661,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326541124,3,complex_dissimilar,900,5,background,background,complex,NA,921,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326541124,3,complex_dissimilar,900,6,background,background,complex,NA,505,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326541124,4,complex_dissimilar,950,1,background,background,complex,NA,1500,forced_short,second half,2,background,3,6,TRUE,TRUE
SS1627326541124,4,complex_dissimilar,950,2,background,background,complex,NA,1962,forced_short,second half,2,background,3,6,TRUE,TRUE
SS1627326541124,4,complex_dissimilar,950,3,dissimilar deviant,deviant,complex,NA,4016,forced_short,second half,2,first_deviant,3,6,TRUE,TRUE
SS1627326541124,4,complex_dissimilar,950,4,background,background,complex,NA,996,forced_short,second half,2,background,3,6,TRUE,TRUE
SS1627326541124,4,complex_dissimilar,950,5,background,background,complex,NA,377,forced_short,second half,2,background,3,6,TRUE,TRUE
SS1627326541124,4,complex_dissimilar,950,6,dissimilar deviant,deviant,complex,NA,1696.999999999971,forced_short,second half,2,second_deviant,3,6,TRUE,TRUE
SS1627326541124,4,complex_dissimilar,950,8,background,background,complex,NA,330,forced_short,second half,2,background,3,6,TRUE,TRUE
SS1627326541124,5,complex_dissimilar,700,1,background,background,complex,NA,668.9999999999709,forced_short,second half,2,background,3,6,TRUE,TRUE
SS1627326541124,5,complex_dissimilar,700,2,background,background,complex,NA,6350,forced_short,second half,2,background,3,6,TRUE,TRUE
SS1627326541124,5,complex_dissimilar,700,3,dissimilar deviant,deviant,complex,NA,2483,forced_short,second half,2,first_deviant,3,6,TRUE,TRUE
SS1627326541124,5,complex_dissimilar,700,4,background,background,complex,NA,1259.999999999971,forced_short,second half,2,background,3,6,TRUE,TRUE
SS1627326541124,5,complex_dissimilar,700,5,background,background,complex,NA,1064.000000000029,forced_short,second half,2,background,3,6,TRUE,TRUE
SS1627326541124,5,complex_dissimilar,700,6,dissimilar deviant,deviant,complex,NA,318.0000000000291,forced_short,second half,2,second_deviant,3,6,TRUE,TRUE
SS1627326541124,5,complex_dissimilar,700,7,background,background,complex,NA,1079,forced_short,second half,2,background,3,6,TRUE,TRUE
SS1627326541124,5,complex_dissimilar,700,8,background,background,complex,NA,612,forced_short,second half,2,background,3,6,TRUE,TRUE
SS1627326541124,6,complex_dissimilar,870,1,background,background,complex,NA,629,forced_short,second half,2,background,2,5,TRUE,TRUE
SS1627326541124,6,complex_dissimilar,870,2,dissimilar deviant,deviant,complex,NA,2490.999999999971,forced_short,second half,2,first_deviant,2,5,TRUE,TRUE
SS1627326541124,6,complex_dissimilar,870,3,background,background,complex,NA,3235,forced_short,second half,2,background,2,5,TRUE,TRUE
SS1627326541124,6,complex_dissimilar,870,4,background,background,complex,NA,1585.000000000029,forced_short,second half,2,background,2,5,TRUE,TRUE
SS1627326541124,6,complex_dissimilar,870,5,dissimilar deviant,deviant,complex,NA,1518.9999999999418,forced_short,second half,2,second_deviant,2,5,TRUE,TRUE
SS1627326541124,6,complex_dissimilar,870,6,background,background,complex,NA,1733,forced_short,second half,2,background,2,5,TRUE,TRUE
SS1627326541124,6,complex_dissimilar,870,7,background,background,complex,NA,462,forced_short,second half,2,background,2,5,TRUE,TRUE
SS1627326541124,6,complex_dissimilar,870,8,background,background,complex,NA,1199,forced_short,second half,2,background,2,5,TRUE,TRUE
SS1627326541124,7,complex_dissimilar,510,1,background,background,complex,NA,1484,forced_short,second half,1,background,7,NA,TRUE,TRUE
SS1627326541124,7,complex_dissimilar,510,2,background,background,complex,NA,3752,forced_short,second half,1,background,7,NA,TRUE,TRUE
SS1627326541124,7,complex_dissimilar,510,3,background,background,complex,NA,993,forced_short,second half,1,background,7,NA,TRUE,TRUE
SS1627326541124,7,complex_dissimilar,510,4,background,background,complex,NA,1076,forced_short,second half,1,background,7,NA,TRUE,TRUE
SS1627326541124,7,complex_dissimilar,510,5,background,background,complex,NA,63,forced_short,second half,1,background,7,NA,TRUE,TRUE
SS1627326541124,7,complex_dissimilar,510,6,background,background,complex,NA,924,forced_short,second half,1,background,7,NA,TRUE,TRUE
SS1627326541124,7,complex_dissimilar,510,7,dissimilar deviant,deviant,complex,NA,1857,forced_short,second half,1,first_deviant,7,NA,TRUE,TRUE
SS1627326544454,0,complex_dissimilar,480,1,background,background,complex,NA,3168.2999999998137,forced_short,first half,2,background,3,5,TRUE,TRUE
SS1627326544454,0,complex_dissimilar,480,2,background,background,complex,NA,5186.199999999721,forced_short,first half,2,background,3,5,TRUE,TRUE
SS1627326544454,0,complex_dissimilar,480,3,dissimilar deviant,deviant,complex,NA,9090.600000000093,forced_short,first half,2,first_deviant,3,5,TRUE,TRUE
SS1627326544454,0,complex_dissimilar,480,4,background,background,complex,NA,4535,forced_short,first half,2,background,3,5,TRUE,TRUE
SS1627326544454,0,complex_dissimilar,480,5,dissimilar deviant,deviant,complex,NA,9995.69999999972,forced_short,first half,2,second_deviant,3,5,TRUE,TRUE
SS1627326544454,0,complex_dissimilar,480,6,background,background,complex,NA,438.20000000018626,forced_short,first half,2,background,3,5,TRUE,TRUE
SS1627326544454,1,complex_dissimilar,360,1,background,background,complex,NA,2714.600000000093,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326544454,1,complex_dissimilar,360,2,background,background,complex,NA,2867.7000000001863,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326544454,1,complex_dissimilar,360,3,background,background,complex,NA,2436,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326544454,1,complex_dissimilar,360,4,background,background,complex,NA,3188.1999999997206,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326544454,1,complex_dissimilar,360,5,background,background,complex,NA,196.8000000002794,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326544454,1,complex_dissimilar,360,6,background,background,complex,NA,1185.9000000003725,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326544454,2,complex_dissimilar,630,1,background,background,complex,NA,1670.8999999999069,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326544454,2,complex_dissimilar,630,2,background,background,complex,NA,2314.2000000001863,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326544454,2,complex_dissimilar,630,3,background,background,complex,NA,305.89999999990687,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326544454,2,complex_dissimilar,630,4,background,background,complex,NA,2468,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326544454,2,complex_dissimilar,630,5,background,background,complex,NA,477.6999999997206,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326544454,2,complex_dissimilar,630,6,background,background,complex,NA,129,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326544454,2,complex_dissimilar,630,7,background,background,complex,NA,300.60000000009313,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326544454,3,complex_dissimilar,970,1,background,background,complex,NA,988.2000000001863,forced_short,first half,1,background,6,NA,TRUE,TRUE
SS1627326544454,3,complex_dissimilar,970,2,background,background,complex,NA,2714.899999999907,forced_short,first half,1,background,6,NA,TRUE,TRUE
SS1627326544454,3,complex_dissimilar,970,3,background,background,complex,NA,153.79999999981374,forced_short,first half,1,background,6,NA,TRUE,TRUE
SS1627326544454,3,complex_dissimilar,970,4,background,background,complex,NA,558.6999999997206,forced_short,first half,1,background,6,NA,TRUE,TRUE
SS1627326544454,3,complex_dissimilar,970,5,background,background,complex,NA,493,forced_short,first half,1,background,6,NA,TRUE,TRUE
SS1627326544454,3,complex_dissimilar,970,6,dissimilar deviant,deviant,complex,NA,3199.899999999907,forced_short,first half,1,first_deviant,6,NA,TRUE,TRUE
SS1627326544454,3,complex_dissimilar,970,7,background,background,complex,NA,3200.399999999907,forced_short,first half,1,background,6,NA,TRUE,TRUE
SS1627326544454,3,complex_dissimilar,970,8,background,background,complex,NA,1939.5,forced_short,first half,1,background,6,NA,TRUE,TRUE
SS1627326544454,4,complex_dissimilar,60,1,background,background,complex,NA,1137.3999999999069,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326544454,4,complex_dissimilar,60,2,background,background,complex,NA,3599.8000000002794,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326544454,4,complex_dissimilar,60,3,background,background,complex,NA,971.1000000000931,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326544454,4,complex_dissimilar,60,4,background,background,complex,NA,75.70000000018626,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326544454,4,complex_dissimilar,60,5,background,background,complex,NA,236.1999999997206,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326544454,4,complex_dissimilar,60,6,background,background,complex,NA,151.39999999990687,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326544454,5,complex_dissimilar,220,1,background,background,complex,NA,3949.5,forced_short,second half,1,background,5,NA,TRUE,TRUE
SS1627326544454,5,complex_dissimilar,220,2,background,background,complex,NA,2223.1999999997206,forced_short,second half,1,background,5,NA,TRUE,TRUE
SS1627326544454,5,complex_dissimilar,220,3,background,background,complex,NA,461.5,forced_short,second half,1,background,5,NA,TRUE,TRUE
SS1627326544454,5,complex_dissimilar,220,4,background,background,complex,NA,97.70000000018626,forced_short,second half,1,background,5,NA,TRUE,TRUE
SS1627326544454,5,complex_dissimilar,220,5,dissimilar deviant,deviant,complex,NA,2807.2999999998137,forced_short,second half,1,first_deviant,5,NA,TRUE,TRUE
SS1627326544454,5,complex_dissimilar,220,6,background,background,complex,NA,528.1000000000931,forced_short,second half,1,background,5,NA,TRUE,TRUE
SS1627326544454,5,complex_dissimilar,220,7,background,background,complex,NA,58.5,forced_short,second half,1,background,5,NA,TRUE,TRUE
SS1627326544454,6,complex_dissimilar,880,1,background,background,complex,NA,2006,forced_short,second half,1,background,6,NA,FALSE,TRUE
SS1627326544454,6,complex_dissimilar,880,2,background,background,complex,NA,1147.2999999998137,forced_short,second half,1,background,6,NA,FALSE,TRUE
SS1627326544454,6,complex_dissimilar,880,3,background,background,complex,NA,502.5,forced_short,second half,1,background,6,NA,FALSE,TRUE
SS1627326544454,6,complex_dissimilar,880,5,background,background,complex,NA,103.39999999990687,forced_short,second half,1,background,6,NA,FALSE,TRUE
SS1627326544454,6,complex_dissimilar,880,6,dissimilar deviant,deviant,complex,NA,2058.0999999996275,forced_short,second half,1,first_deviant,6,NA,FALSE,TRUE
SS1627326544454,7,complex_dissimilar,970,1,background,background,complex,NA,2234.899999999907,forced_short,second half,1,background,2,NA,TRUE,TRUE
SS1627326544454,7,complex_dissimilar,970,2,dissimilar deviant,deviant,complex,NA,3694.4000000003725,forced_short,second half,1,first_deviant,2,NA,TRUE,TRUE
SS1627326544454,7,complex_dissimilar,970,3,background,background,complex,NA,2213.5,forced_short,second half,1,background,2,NA,TRUE,TRUE
SS1627326544454,7,complex_dissimilar,970,4,background,background,complex,NA,191.40000000037253,forced_short,second half,1,background,2,NA,TRUE,TRUE
SS1627326544454,7,complex_dissimilar,970,5,background,background,complex,NA,1122.7000000001863,forced_short,second half,1,background,2,NA,TRUE,TRUE
SS1627326544454,7,complex_dissimilar,970,6,background,background,complex,NA,132.6999999997206,forced_short,second half,1,background,2,NA,TRUE,TRUE
SS1627326544454,7,complex_dissimilar,970,7,background,background,complex,NA,111.39999999990687,forced_short,second half,1,background,2,NA,TRUE,TRUE
SS1627326563764,0,complex_dissimilar,400,1,background,background,complex,NA,7799,forced_short,first half,1,background,7,NA,TRUE,TRUE
SS1627326563764,0,complex_dissimilar,400,2,background,background,complex,NA,8867.5,forced_short,first half,1,background,7,NA,TRUE,TRUE
SS1627326563764,0,complex_dissimilar,400,3,background,background,complex,NA,11029.10000000149,forced_short,first half,1,background,7,NA,TRUE,TRUE
SS1627326563764,0,complex_dissimilar,400,4,background,background,complex,NA,4315.099999997765,forced_short,first half,1,background,7,NA,TRUE,TRUE
SS1627326563764,0,complex_dissimilar,400,5,background,background,complex,NA,8015.29999999702,forced_short,first half,1,background,7,NA,TRUE,TRUE
SS1627326563764,0,complex_dissimilar,400,6,background,background,complex,NA,4171.699999999255,forced_short,first half,1,background,7,NA,TRUE,TRUE
SS1627326563764,0,complex_dissimilar,400,7,dissimilar deviant,deviant,complex,NA,7462.800000000745,forced_short,first half,1,first_deviant,7,NA,TRUE,TRUE
SS1627326563764,1,complex_dissimilar,470,1,background,background,complex,NA,3509.199999999255,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326563764,1,complex_dissimilar,470,2,background,background,complex,NA,6664.099999997765,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326563764,1,complex_dissimilar,470,3,background,background,complex,NA,3167.699999999255,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326563764,1,complex_dissimilar,470,4,background,background,complex,NA,3720.800000000745,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326563764,1,complex_dissimilar,470,5,background,background,complex,NA,3735.300000000745,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326563764,1,complex_dissimilar,470,6,background,background,complex,NA,5635.900000002235,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326563764,2,complex_dissimilar,600,1,background,background,complex,NA,4313.39999999851,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326563764,2,complex_dissimilar,600,2,background,background,complex,NA,8379.300000000745,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326563764,2,complex_dissimilar,600,3,background,background,complex,NA,3440.2999999970198,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326563764,2,complex_dissimilar,600,4,background,background,complex,NA,3672,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326563764,2,complex_dissimilar,600,5,background,background,complex,NA,2938.300000000745,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326563764,2,complex_dissimilar,600,6,background,background,complex,NA,3712.599999997765,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326563764,3,complex_dissimilar,260,1,background,background,complex,NA,2066.699999999255,forced_short,first half,1,background,3,NA,TRUE,TRUE
SS1627326563764,3,complex_dissimilar,260,2,background,background,complex,NA,6845.10000000149,forced_short,first half,1,background,3,NA,TRUE,TRUE
SS1627326563764,3,complex_dissimilar,260,3,dissimilar deviant,deviant,complex,NA,4169.199999999255,forced_short,first half,1,first_deviant,3,NA,TRUE,TRUE
SS1627326563764,3,complex_dissimilar,260,4,background,background,complex,NA,5279,forced_short,first half,1,background,3,NA,TRUE,TRUE
SS1627326563764,3,complex_dissimilar,260,5,background,background,complex,NA,3775.60000000149,forced_short,first half,1,background,3,NA,TRUE,TRUE
SS1627326563764,3,complex_dissimilar,260,6,background,background,complex,NA,2631.300000000745,forced_short,first half,1,background,3,NA,TRUE,TRUE
SS1627326563764,3,complex_dissimilar,260,7,background,background,complex,NA,3711.2000000029802,forced_short,first half,1,background,3,NA,TRUE,TRUE
SS1627326563764,3,complex_dissimilar,260,8,background,background,complex,NA,1313,forced_short,first half,1,background,3,NA,TRUE,TRUE
SS1627326563764,4,complex_dissimilar,750,1,background,background,complex,NA,1137.699999999255,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326563764,4,complex_dissimilar,750,2,background,background,complex,NA,5975.400000002235,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326563764,4,complex_dissimilar,750,3,background,background,complex,NA,3999.599999997765,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326563764,4,complex_dissimilar,750,5,background,background,complex,NA,982.4000000022352,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326563764,4,complex_dissimilar,750,6,background,background,complex,NA,1074.800000000745,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326563764,5,complex_dissimilar,830,1,background,background,complex,NA,826.6999999992549,forced_short,second half,1,background,3,NA,TRUE,TRUE
SS1627326563764,5,complex_dissimilar,830,2,background,background,complex,NA,7752.900000002235,forced_short,second half,1,background,3,NA,TRUE,TRUE
SS1627326563764,5,complex_dissimilar,830,3,dissimilar deviant,deviant,complex,NA,5783.800000000745,forced_short,second half,1,first_deviant,3,NA,TRUE,TRUE
SS1627326563764,5,complex_dissimilar,830,4,background,background,complex,NA,4201.5,forced_short,second half,1,background,3,NA,TRUE,TRUE
SS1627326563764,5,complex_dissimilar,830,5,background,background,complex,NA,2602.5,forced_short,second half,1,background,3,NA,TRUE,TRUE
SS1627326563764,5,complex_dissimilar,830,6,background,background,complex,NA,2000.5999999977648,forced_short,second half,1,background,3,NA,TRUE,TRUE
SS1627326563764,5,complex_dissimilar,830,7,background,background,complex,NA,2206.2999999970198,forced_short,second half,1,background,3,NA,TRUE,TRUE
SS1627326563764,5,complex_dissimilar,830,8,background,background,complex,NA,1907.0999999977648,forced_short,second half,1,background,3,NA,TRUE,TRUE
SS1627326563764,6,complex_dissimilar,900,1,background,background,complex,NA,895.7000000029802,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326563764,6,complex_dissimilar,900,2,background,background,complex,NA,2836.5,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326563764,6,complex_dissimilar,900,3,background,background,complex,NA,1321.1000000014901,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326563764,6,complex_dissimilar,900,4,background,background,complex,NA,1822.699999999255,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326563764,6,complex_dissimilar,900,5,background,background,complex,NA,569.1999999992549,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326563764,6,complex_dissimilar,900,6,background,background,complex,NA,846.0999999977648,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326563764,6,complex_dissimilar,900,7,background,background,complex,NA,713.2999999970198,forced_short,second half,0,background,NA,NA,TRUE,TRUE
SS1627326563764,7,complex_dissimilar,480,1,background,background,complex,NA,1744.300000000745,forced_short,second half,1,background,8,NA,TRUE,TRUE
SS1627326563764,7,complex_dissimilar,480,2,background,background,complex,NA,6878.400000002235,forced_short,second half,1,background,8,NA,TRUE,TRUE
SS1627326563764,7,complex_dissimilar,480,3,background,background,complex,NA,2967,forced_short,second half,1,background,8,NA,TRUE,TRUE
SS1627326563764,7,complex_dissimilar,480,4,background,background,complex,NA,3414.199999999255,forced_short,second half,1,background,8,NA,TRUE,TRUE
SS1627326563764,7,complex_dissimilar,480,5,background,background,complex,NA,5091.900000002235,forced_short,second half,1,background,8,NA,TRUE,TRUE
SS1627326563764,7,complex_dissimilar,480,6,background,background,complex,NA,1683.3999999985099,forced_short,second half,1,background,8,NA,TRUE,TRUE
SS1627326563764,7,complex_dissimilar,480,7,background,background,complex,NA,1372.8999999985099,forced_short,second half,1,background,8,NA,TRUE,TRUE
SS1627326563764,7,complex_dissimilar,480,8,dissimilar deviant,deviant,complex,NA,4228,forced_short,second half,1,first_deviant,8,NA,TRUE,TRUE
SS1627326596231,0,complex_dissimilar,840,1,background,background,complex,NA,1530.7999999523163,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326596231,0,complex_dissimilar,840,2,background,background,complex,NA,11016.399999976158,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326596231,0,complex_dissimilar,840,3,background,background,complex,NA,1290.1000000238419,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326596231,0,complex_dissimilar,840,4,background,background,complex,NA,2894.100000023842,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326596231,0,complex_dissimilar,840,5,background,background,complex,NA,3617.4000000953674,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326596231,0,complex_dissimilar,840,6,background,background,complex,NA,12325.899999976158,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326596231,0,complex_dissimilar,840,7,background,background,complex,NA,2481.5999999046326,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326596231,0,complex_dissimilar,840,8,background,background,complex,NA,91.79999995231628,forced_short,first half,0,background,NA,NA,TRUE,TRUE
SS1627326596231,1,complex_dissimilar,530,1,background,background,complex,NA,4717.799999952316,forced_short,first half,2,background,3,6,TRUE,TRUE
SS1627326596231,1,complex_dissimilar,530,2,background,background,complex,NA,6358.600000023842,forced_short,first half,2,background,3,6,TRUE,TRUE
SS1627326596231,1,complex_dissimilar,530,3,dissimilar deviant,deviant,complex,NA,5863.399999976158,forced_short,first half,2,first_deviant,3,6,TRUE,TRUE
SS1627326596231,1,complex_dissimilar,530,4,background,background,complex,NA,3167,forced_short,first half,2,background,3,6,TRUE,TRUE
SS1627326596231,1,complex_dissimilar,530,5,background,background,complex,NA,3038.7999999523163,forced_short,first half,2,background,3,6,TRUE,TRUE
SS1627326596231,1,complex_dissimilar,530,6,dissimilar deviant,deviant,complex,NA,4780.800000071526,forced_short,first half,2,second_deviant,3,6,TRUE,TRUE
