"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subject","success","view_history","stimulus_type","stimulus","key_press","trial_stimulus","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","block_number","block_type","block_exposure_length","stimulus_displayed","question_order","question_stimuli","block_index"
"null","","html-keyboard-response","26","657857","0.0-17.0","SS1646459705688","","","","Watch carefully!","null","","","","","","","","","","","","","",""
"null","","stimuli-presentation","27","667873","0.0-18.0","SS1646459705688","","","","","null","","500","500","null","null","forced","10000","","","","","","",""
"null","","html-keyboard-response","28","668887","0.0-19.0","SS1646459705688","","","","Now you can keep studying the creature.","null","","","","","","","","","","","","","",""
"null","","html-keyboard-response","29","669808","0.0-20.0-0.0","SS1646459705688","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"9566","","stimuli-presentation","30","677439","0.0-20.0-1.0","SS1646459705688","","","trial","","40","","500","10066","null","null","forced","10000","1","complex","10000","images/stimuli/complex_07_A_a.gif","","",""
"null","","html-keyboard-response","31","678262","0.0-20.0-0.1","SS1646459705688","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"3878","","stimuli-presentation","32","682647","0.0-20.0-1.1","SS1646459705688","","","trial","","40","","500","4378","images/stimuli/complex_18_A_a.gif","images/stimuli/complex_07_A_a.gif","self-paced","10000","1","complex","10000","images/stimuli/complex_07_A_a.gif","","",""
"null","","html-keyboard-response","33","683896","0.0-20.0-0.2","SS1646459705688","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"13577","","stimuli-presentation","34","697978","0.0-20.0-1.2","SS1646459705688","","","trial","","40","","500","14077","images/stimuli/complex_18_A_a.gif","images/stimuli/complex_07_A_a.gif","self-paced","10000","1","complex","10000","images/stimuli/complex_18_A_a.gif","","",""
"null","","html-keyboard-response","35","698832","0.0-20.0-0.3","SS1646459705688","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"1423","","stimuli-presentation","36","700762","0.0-20.0-1.3","SS1646459705688","","","trial","","40","","500","1923","images/stimuli/complex_18_A_a.gif","images/stimuli/complex_07_A_a.gif","self-paced","10000","1","complex","10000","images/stimuli/complex_07_A_a.gif","","",""
"null","","html-keyboard-response","37","702011","0.0-20.0-0.4","SS1646459705688","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"1252","","stimuli-presentation","38","703779","0.0-20.0-1.4","SS1646459705688","","","trial","","40","","500","1752","images/stimuli/complex_18_A_a.gif","images/stimuli/complex_07_A_a.gif","self-paced","10000","1","complex","10000","images/stimuli/complex_07_A_a.gif","","",""
"4593","{""Q0"":""Yes""}","survey-multi-choice","39","708375","0.0-21.0","SS1646459705688","","","memory_test","","","","","","","","","","","","","","[0]","images/stimuli/complex_07_A_a.gif","1"
"null","","html-keyboard-response","40","709380","0.0-22.0","SS1646459705688","","","","Watch carefully!","null","","","","","","","","","","","","","",""
"null","","stimuli-presentation","41","719387","0.0-23.0","SS1646459705688","","","","","null","","500","500","null","null","forced","10000","","","","","","",""
"null","","html-keyboard-response","42","720403","0.0-24.0","SS1646459705688","","","","Now you can keep studying the creature.","null","","","","","","","","","","","","","",""
"null","","html-keyboard-response","43","721448","0.0-25.0-0.0","SS1646459705688","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"5960","","stimuli-presentation","44","725346","0.0-25.0-1.0","SS1646459705688","","","trial","","40","","500","6460","null","null","forced","10000","2","simple","10000","images/stimuli/simple_02_A_a.gif","","",""
"null","","html-keyboard-response","45","726636","0.0-25.0-0.1","SS1646459705688","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"596","","stimuli-presentation","46","727746","0.0-25.0-1.1","SS1646459705688","","","trial","","40","","500","1096","images/stimuli/simple_03_A_a.gif","images/stimuli/simple_02_A_a.gif","self-paced","10000","2","simple","10000","images/stimuli/simple_02_A_a.gif","","",""
"null","","html-keyboard-response","47","729040","0.0-25.0-0.2","SS1646459705688","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"36","","stimuli-presentation","48","729585","0.0-25.0-1.2","SS1646459705688","","","trial","","40","","500","536","images/stimuli/simple_03_A_a.gif","images/stimuli/simple_02_A_a.gif","self-paced","10000","2","simple","10000","images/stimuli/simple_02_A_a.gif","","",""
"null","","html-keyboard-response","49","730629","0.0-25.0-0.3","SS1646459705688","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"176","","stimuli-presentation","50","731322","0.0-25.0-1.3","SS1646459705688","","","trial","","40","","500","676","images/stimuli/simple_03_A_a.gif","images/stimuli/simple_02_A_a.gif","self-paced","10000","2","simple","10000","images/stimuli/simple_02_A_a.gif","","",""
"null","","html-keyboard-response","51","732297","0.0-25.0-0.4","SS1646459705688","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"3993","","stimuli-presentation","52","736803","0.0-25.0-1.4","SS1646459705688","","","trial","","40","","500","4493","images/stimuli/simple_03_A_a.gif","images/stimuli/simple_02_A_a.gif","self-paced","10000","2","simple","10000","images/stimuli/simple_03_A_a.gif","","",""
"3965","{""Q0"":""Yes""}","survey-multi-choice","53","740772","0.0-26.0","SS1646459705688","","","memory_test","","","","","","","","","","","","","","[0]","images/stimuli/simple_02_A_a.gif","2"
"null","","html-keyboard-response","54","741779","0.0-27.0","SS1646459705688","","","","Watch carefully!","null","","","","","","","","","","","","","",""
"null","","stimuli-presentation","55","742296","0.0-28.0","SS1646459705688","","","","","null","","500","500","null","null","forced","500","","","","","","",""
"null","","html-keyboard-response","56","743309","0.0-29.0","SS1646459705688","","","","Now you can keep studying the creature.","null","","","","","","","","","","","","","",""
"null","","html-keyboard-response","57","744366","0.0-30.0-0.0","SS1646459705688","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"13660","","stimuli-presentation","58","755957","0.0-30.0-1.0","SS1646459705688","","","trial","","40","","500","14160","null","null","forced","500","3","complex","500","images/stimuli/complex_15_A_a.gif","","",""
"null","","html-keyboard-response","59","756776","0.0-30.0-0.1","SS1646459705688","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"3118","","stimuli-presentation","60","760406","0.0-30.0-1.1","SS1646459705688","","","trial","","40","","500","3618","images/stimuli/complex_12_A_a.gif","images/stimuli/complex_15_A_a.gif","self-paced","500","3","complex","500","images/stimuli/complex_15_A_a.gif","","",""
"null","","html-keyboard-response","61","761680","0.0-30.0-0.2","SS1646459705688","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"9018","","stimuli-presentation","62","771210","0.0-30.0-1.2","SS1646459705688","","","trial","","40","","500","9518","images/stimuli/complex_12_A_a.gif","images/stimuli/complex_15_A_a.gif","self-paced","500","3","complex","500","images/stimuli/complex_12_A_a.gif","","",""
"null","","html-keyboard-response","63","772436","0.0-30.0-0.3","SS1646459705688","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"10795","","stimuli-presentation","64","783745","0.0-30.0-1.3","SS1646459705688","","","trial","","40","","500","11295","images/stimuli/complex_12_A_a.gif","images/stimuli/complex_15_A_a.gif","self-paced","500","3","complex","500","images/stimuli/complex_15_A_a.gif","","",""
"null","","html-keyboard-response","65","784700","0.0-30.0-0.4","SS1646459705688","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"879","","stimuli-presentation","66","786092","0.0-30.0-1.4","SS1646459705688","","","trial","","40","","500","1379","images/stimuli/complex_12_A_a.gif","images/stimuli/complex_15_A_a.gif","self-paced","500","3","complex","500","images/stimuli/complex_15_A_a.gif","","",""
"2826","{""Q0"":""Yes""}","survey-multi-choice","67","788920","0.0-31.0","SS1646459705688","","","memory_test","","","","","","","","","","","","","","[0]","images/stimuli/complex_15_A_a.gif","3"
"null","","html-keyboard-response","68","789928","0.0-32.0","SS1646459705688","","","","Watch carefully!","null","","","","","","","","","","","","","",""
"null","","stimuli-presentation","69","790433","0.0-33.0","SS1646459705688","","","","","null","","500","500","null","null","forced","500","","","","","","",""
"null","","html-keyboard-response","70","791447","0.0-34.0","SS1646459705688","","","","Now you can keep studying the creature.","null","","","","","","","","","","","","","",""
"null","","html-keyboard-response","71","792428","0.0-35.0-0.0","SS1646459705688","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"7700","","stimuli-presentation","72","798132","0.0-35.0-1.0","SS1646459705688","","","trial","","40","","500","8200","null","null","forced","500","4","complex","500","images/stimuli/complex_09_A_a.gif","","",""
"null","","html-keyboard-response","73","799369","0.0-35.0-0.1","SS1646459705688","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"5009","","stimuli-presentation","74","804893","0.0-35.0-1.1","SS1646459705688","","","trial","","40","","500","5509","images/stimuli/complex_09_A_a.gif","images/stimuli/complex_05_A_a.gif","self-paced","500","4","complex","500","images/stimuli/complex_05_A_a.gif","","",""
"null","","html-keyboard-response","75","806198","0.0-35.0-0.2","SS1646459705688","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"1725","","stimuli-presentation","76","808434","0.0-35.0-1.2","SS1646459705688","","","trial","","40","","500","2225","images/stimuli/complex_09_A_a.gif","images/stimuli/complex_05_A_a.gif","self-paced","500","4","complex","500","images/stimuli/complex_05_A_a.gif","","",""
"null","","html-keyboard-response","77","809662","0.0-35.0-0.3","SS1646459705688","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"164","","stimuli-presentation","78","810340","0.0-35.0-1.3","SS1646459705688","","","trial","","40","","500","664","images/stimuli/complex_09_A_a.gif","images/stimuli/complex_05_A_a.gif","self-paced","500","4","complex","500","images/stimuli/complex_05_A_a.gif","","",""
"null","","html-keyboard-response","79","811462","0.0-35.0-0.4","SS1646459705688","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"197","","stimuli-presentation","80","812177","0.0-35.0-1.4","SS1646459705688","","","trial","","40","","500","697","images/stimuli/complex_09_A_a.gif","images/stimuli/complex_05_A_a.gif","self-paced","500","4","complex","500","images/stimuli/complex_05_A_a.gif","","",""
"4489","{""Q0"":""No""}","survey-multi-choice","81","816668","0.0-36.0","SS1646459705688","","","memory_test","","","","","","","","","","","","","","[0]","images/stimuli/complex_20_A_a.gif","4"
"null","","html-keyboard-response","82","817682","0.0-37.0","SS1646459705688","","","","Watch carefully!","null","","","","","","","","","","","","","",""
"null","","stimuli-presentation","83","818200","0.0-38.0","SS1646459705688","","","","","null","","500","500","null","null","forced","500","","","","","","",""
"null","","html-keyboard-response","84","819208","0.0-39.0","SS1646459705688","","","","Now you can keep studying the creature.","null","","","","","","","","","","","","","",""
"null","","html-keyboard-response","85","820321","0.0-40.0-0.0","SS1646459705688","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"3386","","stimuli-presentation","86","821586","0.0-40.0-1.0","SS1646459705688","","","trial","","40","","500","3886","null","null","forced","500","5","simple","500","images/stimuli/simple_05_A_a.gif","","",""
"null","","html-keyboard-response","87","822571","0.0-40.0-0.1","SS1646459705688","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"413","","stimuli-presentation","88","823497","0.0-40.0-1.1","SS1646459705688","","","trial","","40","","500","913","images/stimuli/simple_06_A_a.gif","images/stimuli/simple_05_A_a.gif","self-paced","500","5","simple","500","images/stimuli/simple_05_A_a.gif","","",""
"null","","html-keyboard-response","89","824403","0.0-40.0-0.2","SS1646459705688","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"803","","stimuli-presentation","90","825718","0.0-40.0-1.2","SS1646459705688","","","trial","","40","","500","1303","images/stimuli/simple_06_A_a.gif","images/stimuli/simple_05_A_a.gif","self-paced","500","5","simple","500","images/stimuli/simple_05_A_a.gif","","",""
"null","","html-keyboard-response","91","827021","0.0-40.0-0.3","SS1646459705688","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"330","","stimuli-presentation","92","827867","0.0-40.0-1.3","SS1646459705688","","","trial","","40","","500","830","images/stimuli/simple_06_A_a.gif","images/stimuli/simple_05_A_a.gif","self-paced","500","5","simple","500","images/stimuli/simple_05_A_a.gif","","",""
"null","","html-keyboard-response","93","828777","0.0-40.0-0.4","SS1646459705688","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"1372","","stimuli-presentation","94","830659","0.0-40.0-1.4","SS1646459705688","","","trial","","40","","500","1872","images/stimuli/simple_06_A_a.gif","images/stimuli/simple_05_A_a.gif","self-paced","500","5","simple","500","images/stimuli/simple_06_A_a.gif","","",""
"2859","{""Q0"":""Yes""}","survey-multi-choice","95","833521","0.0-41.0","SS1646459705688","","","memory_test","","","","","","","","","","","","","","[0]","images/stimuli/simple_05_A_a.gif","5"
"null","","html-keyboard-response","96","834537","0.0-42.0","SS1646459705688","","","","Watch carefully!","null","","","","","","","","","","","","","",""
"null","","stimuli-presentation","97","835048","0.0-43.0","SS1646459705688","","","","","null","","500","500","null","null","forced","500","","","","","","",""
"null","","html-keyboard-response","98","836057","0.0-44.0","SS1646459705688","","","","Now you can keep studying the creature.","null","","","","","","","","","","","","","",""
"null","","html-keyboard-response","99","836898","0.0-45.0-0.0","SS1646459705688","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"7139","","stimuli-presentation","100","842188","0.0-45.0-1.0","SS1646459705688","","","trial","","40","","500","7639","null","null","forced","500","6","simple","500","images/stimuli/simple_14_A_a.gif","","",""
"null","","html-keyboard-response","101","843040","0.0-45.0-0.1","SS1646459705688","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"829","","stimuli-presentation","102","844379","0.0-45.0-1.1","SS1646459705688","","","trial","","40","","500","1329","images/stimuli/simple_19_A_a.gif","images/stimuli/simple_14_A_a.gif","self-paced","500","6","simple","500","images/stimuli/simple_14_A_a.gif","","",""
"null","","html-keyboard-response","103","845301","0.0-45.0-0.2","SS1646459705688","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"632","","stimuli-presentation","104","846444","0.0-45.0-1.2","SS1646459705688","","","trial","","40","","500","1132","images/stimuli/simple_19_A_a.gif","images/stimuli/simple_14_A_a.gif","self-paced","500","6","simple","500","images/stimuli/simple_14_A_a.gif","","",""
"null","","html-keyboard-response","105","847717","0.0-45.0-0.3","SS1646459705688","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"962","","stimuli-presentation","106","849190","0.0-45.0-1.3","SS1646459705688","","","trial","","40","","500","1462","images/stimuli/simple_19_A_a.gif","images/stimuli/simple_14_A_a.gif","self-paced","500","6","simple","500","images/stimuli/simple_14_A_a.gif","","",""
"null","","html-keyboard-response","107","850354","0.0-45.0-0.4","SS1646459705688","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"515","","stimuli-presentation","108","851382","0.0-45.0-1.4","SS1646459705688","","","trial","","40","","500","1015","images/stimuli/simple_19_A_a.gif","images/stimuli/simple_14_A_a.gif","self-paced","500","6","simple","500","images/stimuli/simple_14_A_a.gif","","",""
"3331","{""Q0"":""Yes""}","survey-multi-choice","109","854716","0.0-46.0","SS1646459705688","","","memory_test","","","","","","","","","","","","","","[0]","images/stimuli/simple_14_A_a.gif","6"
"null","","html-keyboard-response","110","855723","0.0-47.0","SS1646459705688","","","","Watch carefully!","null","","","","","","","","","","","","","",""
"null","","stimuli-presentation","111","865730","0.0-48.0","SS1646459705688","","","","","null","","500","500","null","null","forced","10000","","","","","","",""
"null","","html-keyboard-response","112","866741","0.0-49.0","SS1646459705688","","","","Now you can keep studying the creature.","null","","","","","","","","","","","","","",""
"null","","html-keyboard-response","113","867583","0.0-50.0-0.0","SS1646459705688","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"3571","","stimuli-presentation","114","869300","0.0-50.0-1.0","SS1646459705688","","","trial","","40","","500","4071","null","null","forced","10000","7","simple","10000","images/stimuli/simple_15_A_a.gif","","",""
"null","","html-keyboard-response","115","870212","0.0-50.0-0.1","SS1646459705688","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"720","","stimuli-presentation","116","871445","0.0-50.0-1.1","SS1646459705688","","","trial","","40","","500","1220","images/stimuli/simple_16_A_a.gif","images/stimuli/simple_15_A_a.gif","self-paced","10000","7","simple","10000","images/stimuli/simple_15_A_a.gif","","",""
"null","","html-keyboard-response","117","872294","0.0-50.0-0.2","SS1646459705688","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"978","","stimuli-presentation","118","873784","0.0-50.0-1.2","SS1646459705688","","","trial","","40","","500","1478","images/stimuli/simple_16_A_a.gif","images/stimuli/simple_15_A_a.gif","self-paced","10000","7","simple","10000","images/stimuli/simple_15_A_a.gif","","",""
"null","","html-keyboard-response","119","874726","0.0-50.0-0.3","SS1646459705688","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"810","","stimuli-presentation","120","876049","0.0-50.0-1.3","SS1646459705688","","","trial","","40","","500","1310","images/stimuli/simple_16_A_a.gif","images/stimuli/simple_15_A_a.gif","self-paced","10000","7","simple","10000","images/stimuli/simple_15_A_a.gif","","",""
"null","","html-keyboard-response","121","877198","0.0-50.0-0.4","SS1646459705688","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"503","","stimuli-presentation","122","878214","0.0-50.0-1.4","SS1646459705688","","","trial","","40","","500","1003","images/stimuli/simple_16_A_a.gif","images/stimuli/simple_15_A_a.gif","self-paced","10000","7","simple","10000","images/stimuli/simple_15_A_a.gif","","",""
"3241","{""Q0"":""Yes""}","survey-multi-choice","123","881459","0.0-51.0","SS1646459705688","","","memory_test","","","","","","","","","","","","","","[0]","images/stimuli/simple_15_A_a.gif","7"
"","","fullscreen","124","882478","0.0-52.0","SS1646459705688","true","","","","","","","","","","","","","","","","","",""
"2778","","instructions","125","885262","0.0-53.0","SS1646459705688","","[{""page_index"":0,""viewing_time"":2778}]","instructions","","","","","","","","","","","","","","","",""
"3811","{""age"":""32""}","demog-age","126","889078","0.0-54.0","SS1646459705688","","","","","","","","","","","","","","","","","","",""
"4074","{""ethnicity"":[""White""]}","demog-ethnic-US","127","893160","0.0-55.0","SS1646459705688","","","","","","","","","","","","","","","","","[0]","",""
"17933","{""gender"":""Male"",""education"":""High school diploma""}","demog-gender-and-education","128","911098","0.0-56.0","SS1646459705688","","","","","","","","","","","","","","","","","[0,1]","",""
"126769","{""Q0"":""Everything seemed fine, one thing to mention is the beginning of each trial (the few seconds that the animation is first shown and you cant manually skip past it) were on the screen for different time intervals. This may have been on purpose but in a few of the trials it was a fraction of a second and not enough time for the animation to be seen. It did not hinder me eventually seeing the animation as the next few screens had the animation on screen for the unlimited amount of time.""}","survey-text","129","1037872","0.0-57.0","SS1646459705688","","","feedback","","","","","","","","","","","","","","","",""
