subject,block_number,block_type,trial_number,item_type,trial_type,trial_complexity,item_id,rt,half,block_deviant_number,trial_type_index,first_dev_position,second_dev_position
SS1614836400290,8,simple_similar,1,background,background,simple,simple_14_A,7.175000001,second half,2,background,3,5
SS1614836400290,8,simple_similar,2,background,background,simple,simple_14_A,212.52,second half,2,background,3,5
SS1614836400290,8,simple_similar,3,similar deviant,deviant,simple,simple_14_B,60.59,second half,2,first_deviant,3,5
SS1614836400290,8,simple_similar,4,background,background,simple,simple_14_A,139.575,second half,2,background,3,5
SS1614836400290,8,simple_similar,5,similar deviant,deviant,simple,simple_14_B,19.825,second half,2,second_deviant,3,5
SS1614836400290,9,simple_similar,1,background,background,simple,simple_20_A,717.065,second half,0,background,NA,NA
SS1614836400290,9,simple_similar,2,background,background,simple,simple_20_A,248.965,second half,0,background,NA,NA
SS1614836400290,9,simple_similar,3,background,background,simple,simple_20_A,2847.6,second half,0,background,NA,NA
SS1614836400290,9,simple_similar,4,background,background,simple,simple_20_A,70.365,second half,0,background,NA,NA
SS1614836400290,10,complex_dissimilar,1,background,background,complex,complex_07_B,194.07,second half,0,background,NA,NA
SS1614836400290,10,complex_dissimilar,2,background,background,complex,complex_07_B,58.005,second half,0,background,NA,NA
SS1614836400290,10,complex_dissimilar,3,background,background,complex,complex_07_B,91.805,second half,0,background,NA,NA
SS1614836400290,10,complex_dissimilar,4,background,background,complex,complex_07_B,46.775,second half,0,background,NA,NA
SS1614836400290,10,complex_dissimilar,5,background,background,complex,complex_07_B,68.605,second half,0,background,NA,NA
SS1614836400290,10,complex_dissimilar,6,background,background,complex,complex_07_B,96.73,second half,0,background,NA,NA
SS1614836400290,11,complex_dissimilar,1,background,background,complex,complex_15_A,1169.195,second half,2,background,3,7
SS1614836400290,11,complex_dissimilar,2,background,background,complex,complex_15_A,86.09,second half,2,background,3,7
SS1614836400290,11,complex_dissimilar,3,dissimilar deviant,deviant,complex,complex_10_B,90.7,second half,2,first_deviant,3,7
SS1614836400290,11,complex_dissimilar,4,background,background,complex,complex_15_A,109.24,second half,2,background,3,7
SS1614836400290,11,complex_dissimilar,5,background,background,complex,complex_15_A,29.495,second half,2,background,3,7
SS1614836400290,11,complex_dissimilar,6,background,background,complex,complex_15_A,33.355,second half,2,background,3,7
SS1614836400290,11,complex_dissimilar,7,dissimilar deviant,deviant,complex,complex_10_B,66.325,second half,2,second_deviant,3,7
SS1614836523086,0,simple_dissimilar,1,background,background,simple,simple_05_A,1636.1,first half,0,background,NA,NA
SS1614836523086,0,simple_dissimilar,2,background,background,simple,simple_05_A,411.02,first half,0,background,NA,NA
SS1614836523086,0,simple_dissimilar,3,background,background,simple,simple_05_A,181.55,first half,0,background,NA,NA
SS1614836523086,0,simple_dissimilar,4,background,background,simple,simple_05_A,456.585,first half,0,background,NA,NA
SS1614836523086,0,simple_dissimilar,5,background,background,simple,simple_05_A,187.705,first half,0,background,NA,NA
SS1614836523086,1,simple_similar,1,background,background,simple,simple_16_B,3145.79,first half,0,background,NA,NA
SS1614836523086,1,simple_similar,2,background,background,simple,simple_16_B,324.795,first half,0,background,NA,NA
SS1614836523086,1,simple_similar,3,background,background,simple,simple_16_B,71.19000002,first half,0,background,NA,NA
SS1614836523086,1,simple_similar,4,background,background,simple,simple_16_B,2.154999995,first half,0,background,NA,NA
SS1614836523086,1,simple_similar,5,background,background,simple,simple_16_B,3847.275,first half,0,background,NA,NA
SS1614836523086,2,complex_similar,1,background,background,complex,complex_19_B,3573.035,first half,2,background,5,7
SS1614836523086,2,complex_similar,2,background,background,complex,complex_19_B,518.665,first half,2,background,5,7
SS1614836523086,2,complex_similar,3,background,background,complex,complex_19_B,866.975,first half,2,background,5,7
SS1614836523086,2,complex_similar,4,background,background,complex,complex_19_B,757.775,first half,2,background,5,7
SS1614836523086,2,complex_similar,5,similar deviant,deviant,complex,complex_19_A,29.82500001,first half,2,first_deviant,5,7
SS1614836523086,2,complex_similar,6,background,background,complex,complex_19_B,307.62,first half,2,background,5,7
SS1614836523086,2,complex_similar,7,similar deviant,deviant,complex,complex_19_A,377.74,first half,2,second_deviant,5,7
SS1614836523086,3,complex_dissimilar,1,background,background,complex,complex_01_A,199.585,first half,1,background,7,NA
SS1614836523086,3,complex_dissimilar,2,background,background,complex,complex_01_A,0.555000006,first half,1,background,7,NA
SS1614836523086,3,complex_dissimilar,3,background,background,complex,complex_01_A,140.85,first half,1,background,7,NA
SS1614836523086,3,complex_dissimilar,4,background,background,complex,complex_01_A,432.125,first half,1,background,7,NA
SS1614836523086,3,complex_dissimilar,5,background,background,complex,complex_01_A,1068.245,first half,1,background,7,NA
SS1614836523086,3,complex_dissimilar,6,background,background,complex,complex_01_A,255.745,first half,1,background,7,NA
SS1614836523086,3,complex_dissimilar,7,dissimilar deviant,deviant,complex,complex_10_B,187.605,first half,1,first_deviant,7,NA
SS1614836523086,4,simple_similar,1,background,background,simple,simple_19_B,2476.385,first half,2,background,3,7
SS1614836523086,4,simple_similar,2,background,background,simple,simple_19_B,1869.195,first half,2,background,3,7
SS1614836523086,4,simple_similar,3,similar deviant,deviant,simple,simple_19_A,457.135,first half,2,first_deviant,3,7
SS1614836523086,4,simple_similar,4,background,background,simple,simple_19_B,875.495,first half,2,background,3,7
SS1614836523086,4,simple_similar,5,background,background,simple,simple_19_B,971.86,first half,2,background,3,7
SS1614836523086,4,simple_similar,6,background,background,simple,simple_19_B,1292.75,first half,2,background,3,7
SS1614836523086,4,simple_similar,7,similar deviant,deviant,simple,simple_19_A,107.305,first half,2,second_deviant,3,7
SS1614836523086,5,simple_dissimilar,1,background,background,simple,simple_17_A,3594.65,first half,0,background,NA,NA
SS1614836523086,5,simple_dissimilar,2,background,background,simple,simple_17_A,601.235,first half,0,background,NA,NA
SS1614836523086,5,simple_dissimilar,3,background,background,simple,simple_17_A,591.63,first half,0,background,NA,NA
SS1614836523086,5,simple_dissimilar,4,background,background,simple,simple_17_A,33.20000001,first half,0,background,NA,NA
SS1614836523086,6,complex_similar,1,background,background,complex,complex_15_A,151.76,second half,2,background,2,4
SS1614836523086,6,complex_similar,2,similar deviant,deviant,complex,complex_15_B,527.245,second half,2,first_deviant,2,4
SS1614836523086,6,complex_similar,3,background,background,complex,complex_15_A,134.83,second half,2,background,2,4
SS1614836523086,6,complex_similar,4,similar deviant,deviant,complex,complex_15_B,200.175,second half,2,second_deviant,2,4
SS1614836523086,6,complex_similar,5,background,background,complex,complex_15_A,316.07,second half,2,background,2,4
SS1614836523086,6,complex_similar,6,background,background,complex,complex_15_A,358.79,second half,2,background,2,4
SS1614836523086,7,simple_similar,1,background,background,simple,simple_15_A,175.505,second half,1,background,3,NA
SS1614836523086,7,simple_similar,2,background,background,simple,simple_15_A,83.82499998,second half,1,background,3,NA
SS1614836523086,7,simple_similar,3,similar deviant,deviant,simple,simple_15_B,311.115,second half,1,first_deviant,3,NA
SS1614836523086,7,simple_similar,4,background,background,simple,simple_15_A,827.545,second half,1,background,3,NA
SS1614836523086,7,simple_similar,5,background,background,simple,simple_15_A,10.39500002,second half,1,background,3,NA
SS1614836523086,8,simple_dissimilar,1,background,background,simple,simple_14_A,1877.98,second half,1,background,2,NA
SS1614836523086,8,simple_dissimilar,2,dissimilar deviant,deviant,simple,simple_11_A,100.895,second half,1,first_deviant,2,NA
SS1614836523086,8,simple_dissimilar,3,background,background,simple,simple_14_A,175.955,second half,1,background,2,NA
SS1614836523086,8,simple_dissimilar,4,background,background,simple,simple_14_A,22.635,second half,1,background,2,NA
SS1614836523086,9,complex_similar,1,background,background,complex,complex_13_B,7.554999989,second half,0,background,NA,NA
SS1614836523086,9,complex_similar,2,background,background,complex,complex_13_B,189.195,second half,0,background,NA,NA
SS1614836523086,9,complex_similar,3,background,background,complex,complex_13_B,279.145,second half,0,background,NA,NA
SS1614836523086,9,complex_similar,4,background,background,complex,complex_13_B,367.125,second half,0,background,NA,NA
SS1614836523086,10,complex_dissimilar,1,background,background,complex,complex_20_B,29.08000001,second half,1,background,3,NA
SS1614836523086,10,complex_dissimilar,2,background,background,complex,complex_20_B,101.915,second half,1,background,3,NA
SS1614836523086,10,complex_dissimilar,3,dissimilar deviant,deviant,complex,complex_12_A,69.38500001,second half,1,first_deviant,3,NA
SS1614836523086,10,complex_dissimilar,4,background,background,complex,complex_20_B,91.625,second half,1,background,3,NA
SS1614836523086,10,complex_dissimilar,5,background,background,complex,complex_20_B,142.63,second half,1,background,3,NA
SS1614836523086,10,complex_dissimilar,6,background,background,complex,complex_20_B,120.645,second half,1,background,3,NA
SS1614836523086,11,complex_dissimilar,1,background,background,complex,complex_02_A,70.205,second half,1,background,3,NA
SS1614836523086,11,complex_dissimilar,2,background,background,complex,complex_02_A,72.64500001,second half,1,background,3,NA
SS1614836523086,11,complex_dissimilar,3,dissimilar deviant,deviant,complex,complex_09_B,77.96,second half,1,first_deviant,3,NA
SS1614836523086,11,complex_dissimilar,4,background,background,complex,complex_02_A,376.845,second half,1,background,3,NA
SS1614836523086,11,complex_dissimilar,5,background,background,complex,complex_02_A,223.465,second half,1,background,3,NA
SS1614836523086,11,complex_dissimilar,6,background,background,complex,complex_02_A,719.945,second half,1,background,3,NA
SS1614837686695,0,simple_dissimilar,1,background,background,simple,simple_18_A,174.985,first half,0,background,NA,NA
SS1614837686695,0,simple_dissimilar,2,background,background,simple,simple_18_A,551.89,first half,0,background,NA,NA
SS1614837686695,0,simple_dissimilar,3,background,background,simple,simple_18_A,269.56,first half,0,background,NA,NA
SS1614837686695,0,simple_dissimilar,4,background,background,simple,simple_18_A,1287.175,first half,0,background,NA,NA
SS1614837686695,0,simple_dissimilar,5,background,background,simple,simple_18_A,1750.74,first half,0,background,NA,NA
SS1614837686695,0,simple_dissimilar,6,background,background,simple,simple_18_A,516.525,first half,0,background,NA,NA
SS1614837686695,1,simple_similar,1,background,background,simple,simple_11_B,48112.255,first half,0,background,NA,NA
SS1614837686695,1,simple_similar,2,background,background,simple,simple_11_B,26617.88,first half,0,background,NA,NA
SS1614837686695,1,simple_similar,3,background,background,simple,simple_11_B,440.015,first half,0,background,NA,NA
SS1614837686695,1,simple_similar,4,background,background,simple,simple_11_B,100.12,first half,0,background,NA,NA
SS1614837686695,2,complex_similar,1,background,background,complex,complex_11_A,47418.065,first half,0,background,NA,NA
SS1614837686695,2,complex_similar,2,background,background,complex,complex_11_A,6320.275,first half,0,background,NA,NA
SS1614837686695,2,complex_similar,3,background,background,complex,complex_11_A,10228.505,first half,0,background,NA,NA
SS1614837686695,2,complex_similar,4,background,background,complex,complex_11_A,1682.26,first half,0,background,NA,NA
SS1614837686695,3,simple_dissimilar,1,background,background,simple,simple_13_B,1604.535,first half,2,background,3,6
SS1614837686695,3,simple_dissimilar,2,background,background,simple,simple_13_B,912.865,first half,2,background,3,6
SS1614837686695,3,simple_dissimilar,3,dissimilar deviant,deviant,simple,simple_20_B,27172.76,first half,2,first_deviant,3,6
SS1614837686695,3,simple_dissimilar,4,background,background,simple,simple_13_B,987.485,first half,2,background,3,6
SS1614837686695,3,simple_dissimilar,5,background,background,simple,simple_13_B,3006.165,first half,2,background,3,6
SS1614837686695,3,simple_dissimilar,6,dissimilar deviant,deviant,simple,simple_20_B,4983.79,first half,2,second_deviant,3,6
SS1614837686695,4,complex_dissimilar,1,background,background,complex,complex_02_B,7924.59,first half,0,background,NA,NA
SS1614837686695,4,complex_dissimilar,2,background,background,complex,complex_02_B,1635.965,first half,0,background,NA,NA
SS1614837686695,4,complex_dissimilar,3,background,background,complex,complex_02_B,513.15,first half,0,background,NA,NA
SS1614837686695,4,complex_dissimilar,4,background,background,complex,complex_02_B,2395.7,first half,0,background,NA,NA
SS1614837686695,4,complex_dissimilar,5,background,background,complex,complex_02_B,3025.37,first half,0,background,NA,NA
SS1614837686695,4,complex_dissimilar,6,background,background,complex,complex_02_B,1029.345,first half,0,background,NA,NA
SS1614837686695,5,complex_dissimilar,1,background,background,complex,complex_03_A,62850.3,first half,0,background,NA,NA
SS1614837686695,5,complex_dissimilar,2,background,background,complex,complex_03_A,24412.25,first half,0,background,NA,NA
SS1614837686695,5,complex_dissimilar,3,background,background,complex,complex_03_A,511.19,first half,0,background,NA,NA
SS1614837686695,5,complex_dissimilar,4,background,background,complex,complex_03_A,484.06,first half,0,background,NA,NA
SS1614837686695,6,complex_similar,1,background,background,complex,complex_18_B,2398.945,second half,2,background,2,4
SS1614837686695,6,complex_similar,2,similar deviant,deviant,complex,complex_18_A,223.165,second half,2,first_deviant,2,4
SS1614837686695,6,complex_similar,3,background,background,complex,complex_18_B,277.425,second half,2,background,2,4
SS1614837686695,6,complex_similar,4,similar deviant,deviant,complex,complex_18_A,205.42,second half,2,second_deviant,2,4
SS1614837686695,7,complex_dissimilar,1,background,background,complex,complex_15_A,4894.9,second half,2,background,3,4
SS1614837686695,7,complex_dissimilar,2,background,background,complex,complex_15_A,1275.065,second half,2,background,3,4
SS1614837686695,7,complex_dissimilar,3,dissimilar deviant,deviant,complex,complex_06_B,2465.575,second half,2,first_deviant,3,4
SS1614837686695,7,complex_dissimilar,4,dissimilar deviant,deviant,complex,complex_06_B,206.115,second half,2,second_deviant,3,4
SS1614837686695,8,complex_similar,1,background,background,complex,complex_13_A,3688.225,second half,0,background,NA,NA
SS1614837686695,8,complex_similar,2,background,background,complex,complex_13_A,8226.555,second half,0,background,NA,NA
SS1614837686695,8,complex_similar,3,background,background,complex,complex_13_A,34638.05,second half,0,background,NA,NA
SS1614837686695,8,complex_similar,4,background,background,complex,complex_13_A,12477.505,second half,0,background,NA,NA
SS1614837686695,9,simple_dissimilar,1,background,background,simple,simple_19_B,4693.485,second half,1,background,3,NA
SS1614837686695,9,simple_dissimilar,2,background,background,simple,simple_19_B,3148.68,second half,1,background,3,NA
SS1614837686695,9,simple_dissimilar,3,dissimilar deviant,deviant,simple,simple_12_A,9016.49,second half,1,first_deviant,3,NA
SS1614837686695,9,simple_dissimilar,4,background,background,simple,simple_19_B,4506.625,second half,1,background,3,NA
SS1614837686695,9,simple_dissimilar,5,background,background,simple,simple_19_B,5487.05,second half,1,background,3,NA
SS1614837686695,9,simple_dissimilar,6,background,background,simple,simple_19_B,13362.02,second half,1,background,3,NA
SS1614837686695,10,simple_similar,1,background,background,simple,simple_17_B,849.62,second half,1,background,2,NA
SS1614837686695,10,simple_similar,2,similar deviant,deviant,simple,simple_17_A,600.925,second half,1,first_deviant,2,NA
SS1614837686695,10,simple_similar,3,background,background,simple,simple_17_B,314.03,second half,1,background,2,NA
SS1614837686695,10,simple_similar,4,background,background,simple,simple_17_B,293.98,second half,1,background,2,NA
SS1614837686695,10,simple_similar,5,background,background,simple,simple_17_B,110.055,second half,1,background,2,NA
SS1614837686695,11,simple_similar,1,background,background,simple,simple_10_B,813.04,second half,1,background,7,NA
SS1614837686695,11,simple_similar,2,background,background,simple,simple_10_B,279.86,second half,1,background,7,NA
SS1614837686695,11,simple_similar,3,background,background,simple,simple_10_B,351.42,second half,1,background,7,NA
SS1614837686695,11,simple_similar,4,background,background,simple,simple_10_B,296.125,second half,1,background,7,NA
SS1614837686695,11,simple_similar,5,background,background,simple,simple_10_B,351.665,second half,1,background,7,NA
SS1614837686695,11,simple_similar,6,background,background,simple,simple_10_B,648.605,second half,1,background,7,NA
SS1614837686695,11,simple_similar,7,similar deviant,deviant,simple,simple_10_A,368.21,second half,1,first_deviant,7,NA
SS1614837842479,0,simple_dissimilar,1,background,background,simple,simple_08_A,2840.23,first half,2,background,2,3
SS1614837842479,0,simple_dissimilar,2,dissimilar deviant,deviant,simple,simple_02_B,1790.23,first half,2,first_deviant,2,3
SS1614837842479,0,simple_dissimilar,3,dissimilar deviant,deviant,simple,simple_02_B,1572.085,first half,2,second_deviant,2,3
SS1614837842479,0,simple_dissimilar,4,background,background,simple,simple_08_A,1599.485,first half,2,background,2,3
SS1614837842479,0,simple_dissimilar,5,background,background,simple,simple_08_A,2430.74,first half,2,background,2,3
SS1614837842479,0,simple_dissimilar,6,background,background,simple,simple_08_A,1728.87,first half,2,background,2,3
SS1614837842479,1,complex_similar,1,background,background,complex,complex_18_B,746.795,first half,0,background,NA,NA
SS1614837842479,1,complex_similar,2,background,background,complex,complex_18_B,6226.83,first half,0,background,NA,NA
SS1614837842479,1,complex_similar,3,background,background,complex,complex_18_B,433.28,first half,0,background,NA,NA
SS1614837842479,1,complex_similar,4,background,background,complex,complex_18_B,3356.33,first half,0,background,NA,NA
SS1614837842479,1,complex_similar,5,background,background,complex,complex_18_B,532.67,first half,0,background,NA,NA
SS1614837842479,2,complex_dissimilar,1,background,background,complex,complex_10_B,1128.775,first half,0,background,NA,NA
SS1614837842479,2,complex_dissimilar,2,background,background,complex,complex_10_B,547.84,first half,0,background,NA,NA
SS1614837842479,2,complex_dissimilar,3,background,background,complex,complex_10_B,1066.655,first half,0,background,NA,NA
SS1614837842479,2,complex_dissimilar,4,background,background,complex,complex_10_B,871.0950001,first half,0,background,NA,NA
SS1614837842479,2,complex_dissimilar,5,background,background,complex,complex_10_B,1728.67,first half,0,background,NA,NA
SS1614837842479,3,simple_similar,1,background,background,simple,simple_07_A,571.2250001,first half,2,background,2,4
SS1614837842479,3,simple_similar,2,similar deviant,deviant,simple,simple_07_B,1347.005,first half,2,first_deviant,2,4
SS1614837842479,3,simple_similar,3,background,background,simple,simple_07_A,626.6150001,first half,2,background,2,4
SS1614837842479,3,simple_similar,4,similar deviant,deviant,simple,simple_07_B,602.6849999,first half,2,second_deviant,2,4
SS1614837842479,3,simple_similar,5,background,background,simple,simple_07_A,380.1899999,first half,2,background,2,4
SS1614837842479,3,simple_similar,6,background,background,simple,simple_07_A,1419.275,first half,2,background,2,4
SS1614837842479,4,simple_similar,1,background,background,simple,simple_18_A,239.475,first half,1,background,4,NA
SS1614837842479,4,simple_similar,2,background,background,simple,simple_18_A,1197.27,first half,1,background,4,NA
SS1614837842479,4,simple_similar,3,background,background,simple,simple_18_A,56.04000005,first half,1,background,4,NA
SS1614837842479,4,simple_similar,4,similar deviant,deviant,simple,simple_18_B,244.3499999,first half,1,first_deviant,4,NA
SS1614837842479,5,simple_dissimilar,1,background,background,simple,simple_15_A,449.95,first half,0,background,NA,NA
SS1614837842479,5,simple_dissimilar,2,background,background,simple,simple_15_A,627.55,first half,0,background,NA,NA
SS1614837842479,5,simple_dissimilar,3,background,background,simple,simple_15_A,512.365,first half,0,background,NA,NA
SS1614837842479,5,simple_dissimilar,4,background,background,simple,simple_15_A,1366.685,first half,0,background,NA,NA
SS1614837842479,5,simple_dissimilar,5,background,background,simple,simple_15_A,640.5699999,first half,0,background,NA,NA
SS1614837842479,6,complex_similar,1,background,background,complex,complex_02_B,222.7749999,second half,0,background,NA,NA
SS1614837842479,6,complex_similar,2,background,background,complex,complex_02_B,1302.365,second half,0,background,NA,NA
SS1614837842479,6,complex_similar,3,background,background,complex,complex_02_B,770.7300001,second half,0,background,NA,NA
SS1614837842479,6,complex_similar,4,background,background,complex,complex_02_B,720.625,second half,0,background,NA,NA
SS1614837842479,7,complex_dissimilar,1,background,background,complex,complex_08_B,2255.28,second half,2,background,4,6
SS1614837842479,7,complex_dissimilar,2,background,background,complex,complex_08_B,758.45,second half,2,background,4,6
SS1614837842479,7,complex_dissimilar,3,background,background,complex,complex_08_B,40.02000007,second half,2,background,4,6
SS1614837842479,7,complex_dissimilar,4,dissimilar deviant,deviant,complex,complex_03_A,1436.46,second half,2,first_deviant,4,6
SS1614837842479,7,complex_dissimilar,5,background,background,complex,complex_08_B,222.4150001,second half,2,background,4,6
SS1614837842479,7,complex_dissimilar,6,dissimilar deviant,deviant,complex,complex_03_A,280.2050001,second half,2,second_deviant,4,6
SS1614837842479,8,complex_dissimilar,1,background,background,complex,complex_15_A,767.71,second half,2,background,3,5
SS1614837842479,8,complex_dissimilar,2,background,background,complex,complex_15_A,652.63,second half,2,background,3,5
SS1614837842479,8,complex_dissimilar,3,dissimilar deviant,deviant,complex,complex_01_A,253.3100001,second half,2,first_deviant,3,5
SS1614837842479,8,complex_dissimilar,4,background,background,complex,complex_15_A,771.1799999,second half,2,background,3,5
SS1614837842479,8,complex_dissimilar,5,dissimilar deviant,deviant,complex,complex_01_A,81.14999998,second half,2,second_deviant,3,5
SS1614837842479,9,simple_similar,1,background,background,simple,simple_02_A,4742.075,second half,0,background,NA,NA
SS1614837842479,9,simple_similar,2,background,background,simple,simple_02_A,435.08,second half,0,background,NA,NA
SS1614837842479,9,simple_similar,3,background,background,simple,simple_02_A,713.9699999,second half,0,background,NA,NA
SS1614837842479,9,simple_similar,4,background,background,simple,simple_02_A,876.76,second half,0,background,NA,NA
SS1614837842479,9,simple_similar,5,background,background,simple,simple_02_A,576.815,second half,0,background,NA,NA
SS1614837842479,9,simple_similar,6,background,background,simple,simple_02_A,1422.53,second half,0,background,NA,NA
SS1614837842479,10,complex_similar,1,background,background,complex,complex_11_A,34652.165,second half,2,background,3,4
SS1614837842479,10,complex_similar,2,background,background,complex,complex_11_A,353.765,second half,2,background,3,4
SS1614837842479,10,complex_similar,3,similar deviant,deviant,complex,complex_11_B,764.46,second half,2,first_deviant,3,4
SS1614837842479,10,complex_similar,4,similar deviant,deviant,complex,complex_11_B,159.31,second half,2,second_deviant,3,4
SS1614837842479,11,simple_dissimilar,1,background,background,simple,simple_13_B,341.91,second half,1,background,5,NA
SS1614837842479,11,simple_dissimilar,2,background,background,simple,simple_13_B,772.395,second half,1,background,5,NA
SS1614837842479,11,simple_dissimilar,3,background,background,simple,simple_13_B,632.5699999,second half,1,background,5,NA
SS1614837842479,11,simple_dissimilar,4,background,background,simple,simple_13_B,40.33500003,second half,1,background,5,NA
SS1614837842479,11,simple_dissimilar,5,dissimilar deviant,deviant,simple,simple_10_B,59.90500003,second half,1,first_deviant,5,NA
SS1614837842479,11,simple_dissimilar,6,background,background,simple,simple_13_B,84.65999993,second half,1,background,5,NA
SS1614838175964,0,simple_dissimilar,1,background,background,simple,simple_19_B,7394.765,first half,1,background,6,NA
SS1614838175964,0,simple_dissimilar,2,background,background,simple,simple_19_B,5710.44,first half,1,background,6,NA
SS1614838175964,0,simple_dissimilar,3,background,background,simple,simple_19_B,3171.93,first half,1,background,6,NA
SS1614838175964,0,simple_dissimilar,4,background,background,simple,simple_19_B,1496.84,first half,1,background,6,NA
SS1614838175964,0,simple_dissimilar,5,background,background,simple,simple_19_B,1858.11,first half,1,background,6,NA
SS1614838175964,0,simple_dissimilar,6,dissimilar deviant,deviant,simple,simple_03_A,2088.55,first half,1,first_deviant,6,NA
SS1614838175964,1,simple_dissimilar,1,background,background,simple,simple_18_B,1601.51,first half,2,background,3,4
SS1614838175964,1,simple_dissimilar,2,background,background,simple,simple_18_B,1392.77,first half,2,background,3,4
SS1614838175964,1,simple_dissimilar,3,dissimilar deviant,deviant,simple,simple_07_A,1995.56,first half,2,first_deviant,3,4
SS1614838175964,1,simple_dissimilar,4,dissimilar deviant,deviant,simple,simple_07_A,385.1350001,first half,2,second_deviant,3,4
SS1614838175964,2,simple_similar,1,background,background,simple,simple_11_B,1130.315,first half,1,background,6,NA
SS1614838175964,2,simple_similar,2,background,background,simple,simple_11_B,932.855,first half,1,background,6,NA
SS1614838175964,2,simple_similar,3,background,background,simple,simple_11_B,1679.15,first half,1,background,6,NA
SS1614838175964,2,simple_similar,4,background,background,simple,simple_11_B,693.365,first half,1,background,6,NA
SS1614838175964,2,simple_similar,5,background,background,simple,simple_11_B,938.0699999,first half,1,background,6,NA
SS1614838175964,2,simple_similar,6,similar deviant,deviant,simple,simple_11_A,1760.445,first half,1,first_deviant,6,NA
SS1614838175964,3,simple_similar,1,background,background,simple,simple_01_B,1234.68,first half,2,background,3,5
SS1614838175964,3,simple_similar,2,background,background,simple,simple_01_B,1499.965,first half,2,background,3,5
SS1614838175964,3,simple_similar,3,similar deviant,deviant,simple,simple_01_A,1889.6,first half,2,first_deviant,3,5
SS1614838175964,3,simple_similar,4,background,background,simple,simple_01_B,843.0899999,first half,2,background,3,5
SS1614838175964,3,simple_similar,5,similar deviant,deviant,simple,simple_01_A,1053.865,first half,2,second_deviant,3,5
SS1614838175964,4,simple_dissimilar,1,background,background,simple,simple_08_B,895.5999999,first half,0,background,NA,NA
SS1614838175964,4,simple_dissimilar,2,background,background,simple,simple_08_B,858.575,first half,0,background,NA,NA
SS1614838175964,4,simple_dissimilar,3,background,background,simple,simple_08_B,1774.44,first half,0,background,NA,NA
SS1614838175964,4,simple_dissimilar,4,background,background,simple,simple_08_B,2175.445,first half,0,background,NA,NA
SS1614838175964,5,complex_similar,1,background,background,complex,complex_19_A,2033.555,first half,0,background,NA,NA
SS1614838175964,5,complex_similar,2,background,background,complex,complex_19_A,3031.35,first half,0,background,NA,NA
SS1614838175964,5,complex_similar,3,background,background,complex,complex_19_A,1640.32,first half,0,background,NA,NA
SS1614838175964,5,complex_similar,4,background,background,complex,complex_19_A,2182.44,first half,0,background,NA,NA
SS1614838175964,5,complex_similar,5,background,background,complex,complex_19_A,1728.86,first half,0,background,NA,NA
SS1614838175964,6,complex_dissimilar,1,background,background,complex,complex_10_B,1758.86,second half,1,background,2,NA
SS1614838175964,6,complex_dissimilar,2,dissimilar deviant,deviant,complex,complex_01_B,1724.14,second half,1,first_deviant,2,NA
SS1614838175964,6,complex_dissimilar,3,background,background,complex,complex_10_B,2706.28,second half,1,background,2,NA
SS1614838175964,6,complex_dissimilar,4,background,background,complex,complex_10_B,1846.9,second half,1,background,2,NA
SS1614838175964,6,complex_dissimilar,5,background,background,complex,complex_10_B,2050.74,second half,1,background,2,NA
SS1614838175964,7,complex_similar,1,background,background,complex,complex_20_B,3351.145,second half,1,background,6,NA
SS1614838175964,7,complex_similar,2,background,background,complex,complex_20_B,3412.43,second half,1,background,6,NA
SS1614838175964,7,complex_similar,3,background,background,complex,complex_20_B,2497.97,second half,1,background,6,NA
SS1614838175964,7,complex_similar,4,background,background,complex,complex_20_B,2371.84,second half,1,background,6,NA
SS1614838175964,7,complex_similar,5,background,background,complex,complex_20_B,1639.815,second half,1,background,6,NA
SS1614838175964,7,complex_similar,6,similar deviant,deviant,complex,complex_20_A,1434.42,second half,1,first_deviant,6,NA
SS1614838175964,8,simple_similar,1,background,background,simple,simple_04_A,1799.81,second half,1,background,4,NA
SS1614838175964,8,simple_similar,2,background,background,simple,simple_04_A,1525.83,second half,1,background,4,NA
SS1614838175964,8,simple_similar,3,background,background,simple,simple_04_A,1599.355,second half,1,background,4,NA
SS1614838175964,8,simple_similar,4,similar deviant,deviant,simple,simple_04_B,2248.48,second half,1,first_deviant,4,NA
SS1614838175964,9,complex_similar,1,background,background,complex,complex_16_B,2067.39,second half,2,background,3,6
SS1614838175964,9,complex_similar,2,background,background,complex,complex_16_B,4347.245,second half,2,background,3,6
SS1614838175964,9,complex_similar,3,similar deviant,deviant,complex,complex_16_A,2418.91,second half,2,first_deviant,3,6
SS1614838175964,9,complex_similar,4,background,background,complex,complex_16_B,3083.4,second half,2,background,3,6
SS1614838175964,9,complex_similar,5,background,background,complex,complex_16_B,2826.1,second half,2,background,3,6
SS1614838175964,9,complex_similar,6,similar deviant,deviant,complex,complex_16_A,1702.83,second half,2,second_deviant,3,6
SS1614838175964,10,complex_dissimilar,1,background,background,complex,complex_02_B,2422.9,second half,2,background,3,4
SS1614838175964,10,complex_dissimilar,2,background,background,complex,complex_02_B,2240.06,second half,2,background,3,4
SS1614838175964,10,complex_dissimilar,3,dissimilar deviant,deviant,complex,complex_09_A,2433.875,second half,2,first_deviant,3,4
SS1614838175964,10,complex_dissimilar,4,dissimilar deviant,deviant,complex,complex_09_A,2034.025,second half,2,second_deviant,3,4
SS1614838175964,10,complex_dissimilar,5,background,background,complex,complex_02_B,1626.51,second half,2,background,3,4
